"EnsID.y","EnsID","EnsName.x","GeneClassUpdate.x","EnsName.y","GeneClassUpdate.y","pairs","AbsDistLnc_PCG","DistLnc_PCG","str.x","str.y","LncRNA-PCG Relationship"
"ENSG00000138375.12","ENSG00000235770.5","LINC00607","Bona fide lncRNA","SMARCAL1","Protein coding","ENSG00000235770.5-ENSG00000138375.12",584.945,-584.945,"-","+","Intergenic"
"ENSG00000138375.12","ENSG00000230838.1","LINC01614","Bona fide lncRNA","SMARCAL1","Protein coding","ENSG00000230838.1-ENSG00000138375.12",694.371,-694.371,"+","+","Intergenic"
"ENSG00000138376.10","ENSG00000230838.1","LINC01614","Bona fide lncRNA","BARD1","CC","ENSG00000230838.1-ENSG00000138376.10",908.151,908.151,"+","-","Intergenic"
"ENSG00000138381.9","ENSG00000233654.1","AC093388.3","Bona fide lncRNA","ASNSD1","Protein coding","ENSG00000233654.1-ENSG00000138381.9",873.334,873.334,"+","+","Intergenic"
"ENSG00000138386.16","ENSG00000233654.1","AC093388.3","Bona fide lncRNA","NAB1","Protein coding","ENSG00000233654.1-ENSG00000138386.16",113.875,-113.875,"+","+","Intergenic"
"ENSG00000138413.13","ENSG00000231908.1","IDH1-AS1","Bona fide lncRNA","IDH1","Protein coding","ENSG00000231908.1-ENSG00000138413.13",0.114,0.114,"+","-","Bidirectional"
"ENSG00000138430.15","ENSG00000226853.2","AC010894.3","Bona fide lncRNA","OLA1","Protein coding","ENSG00000226853.2-ENSG00000138430.15",238.79,238.79,"+","-","Intergenic"
"ENSG00000138433.15","ENSG00000226853.2","AC010894.3","Bona fide lncRNA","CIR1","Protein coding","ENSG00000226853.2-ENSG00000138433.15",91.674,91.674,"+","-","Intergenic"
"ENSG00000138448.11","MSTRG.19237",NA,"Bona fide lncRNA","ITGAV","Protein coding","MSTRG.19237-ENSG00000138448.11",103.907,-103.907,"-","+","Intergenic"
"ENSG00000138449.10","ENSG00000233654.1","AC093388.3","Bona fide lncRNA","SLC40A1","Protein coding","ENSG00000233654.1-ENSG00000138449.10",953.968,953.968,"+","-","Intergenic"
"ENSG00000138495.6","ENSG00000242622.1","RP11-18H7.1","Bona fide lncRNA","COX17","Protein coding","ENSG00000242622.1-ENSG00000138495.6",417.816,417.816,"+","-","Intergenic"
"ENSG00000138592.13","ENSG00000244879.6","GABPB1-AS1","Bona fide lncRNA","USP8","Protein coding","ENSG00000244879.6-ENSG00000138592.13",67.909,-67.909,"+","+","Intergenic"
"ENSG00000138600.9","ENSG00000244879.6","GABPB1-AS1","Bona fide lncRNA","SPPL2A","Protein coding","ENSG00000244879.6-ENSG00000138600.9",391.06,-391.06,"+","-","Intergenic"
"ENSG00000138604.9","ENSG00000259426.5","RP11-253M7.1","Bona fide lncRNA","GLCE","Protein coding","ENSG00000259426.5-ENSG00000138604.9",158.426,158.426,"-","+","Intergenic"
"ENSG00000138606.19","ENSG00000179523.4","EIF3J-AS1","Bona fide lncRNA","SHF","Protein coding","ENSG00000179523.4-ENSG00000138606.19",644.284,-644.284,"-","-","Intergenic"
"ENSG00000138621.11","ENSG00000247240.7","UBL7-AS1","Bona fide lncRNA","PPCDC","Protein coding","ENSG00000247240.7-ENSG00000138621.11",562.211,-562.211,"+","+","Intergenic"
"ENSG00000138623.9","ENSG00000261801.5","LOXL1-AS1","Bona fide lncRNA","SEMA7A","Protein coding","ENSG00000261801.5-ENSG00000138623.9",505.412,-505.412,"-","-","Intergenic"
"ENSG00000138623.9","ENSG00000247240.7","UBL7-AS1","Bona fide lncRNA","SEMA7A","Protein coding","ENSG00000247240.7-ENSG00000138623.9",26.757,26.757,"+","-","Intergenic"
"ENSG00000138629.15","ENSG00000261801.5","LOXL1-AS1","Bona fide lncRNA","UBL7","Protein coding","ENSG00000261801.5-ENSG00000138629.15",532.893,-532.893,"-","-","Intergenic"
"ENSG00000138629.15","ENSG00000247240.7","UBL7-AS1","Bona fide lncRNA","UBL7","Protein coding","ENSG00000247240.7-ENSG00000138629.15",0.042,0.042,"+","-","Bidirectional"
"ENSG00000138698.14","ENSG00000246090.6","RP11-696N14.1","Bona fide lncRNA","RAP1GDS1","Protein coding","ENSG00000246090.6-ENSG00000138698.14",827.335,827.335,"+","+","Intergenic"
"ENSG00000138709.17","ENSG00000248187.1","RP11-184M15.1","Bona fide lncRNA","LARP1B","Protein coding","ENSG00000248187.1-ENSG00000138709.17",492.69,492.69,"-","+","Intergenic"
"ENSG00000138709.17","ENSG00000251432.6","RP11-420A23.1","Bona fide lncRNA","LARP1B","Protein coding","ENSG00000251432.6-ENSG00000138709.17",210.468,210.468,"+","+","Intergenic"
"ENSG00000138735.15","ENSG00000283050.1","GTF2IP12","Bona fide lncRNA","PDE5A","Protein coding","ENSG00000283050.1-ENSG00000138735.15",72.648,-72.648,"-","-","Intergenic"
"ENSG00000138778.11","ENSG00000248161.5","RP11-499E18.1","Bona fide lncRNA","CENPE","CC","ENSG00000248161.5-ENSG00000138778.11",767.067,-767.067,"-","-","Intergenic"
"ENSG00000138814.16","ENSG00000254531.1","FLJ20021","Bona fide lncRNA","PPP3CA","Protein coding","ENSG00000254531.1-ENSG00000138814.16",0.3,0.3,"+","-","Bidirectional"
"ENSG00000138821.12","ENSG00000248161.5","RP11-499E18.1","Bona fide lncRNA","SLC39A8","Protein coding","ENSG00000248161.5-ENSG00000138821.12",85.775,85.775,"-","-","Intergenic"
"ENSG00000138821.12","ENSG00000254531.1","FLJ20021","Bona fide lncRNA","SLC39A8","Protein coding","ENSG00000254531.1-ENSG00000138821.12",997.347,-997.347,"+","-","Intergenic"
"ENSG00000138829.11","ENSG00000245937.7","LINC01184","Bona fide lncRNA","FBN2","Protein coding","ENSG00000245937.7-ENSG00000138829.11",454.431,-454.431,"-","-","Intergenic"
"ENSG00000138834.12","ENSG00000260778.5","RP11-304L19.13","Bona fide lncRNA","MAPK8IP3","Protein coding","ENSG00000260778.5-ENSG00000138834.12",501.321,501.321,"+","+","Intergenic"
"ENSG00000138834.12","ENSG00000260565.6","ERVK13-1","Bona fide lncRNA","MAPK8IP3","Protein coding","ENSG00000260565.6-ENSG00000138834.12",898.516,898.516,"-","+","Intergenic"
"ENSG00000138834.12","ENSG00000260260.1","SNHG19","Bona fide lncRNA","MAPK8IP3","Protein coding","ENSG00000260260.1-ENSG00000138834.12",388.524,388.524,"-","+","Intergenic"
"ENSG00000138835.22","ENSG00000231528.2","FAM225A","Bona fide lncRNA","RGS3","Protein coding","ENSG00000231528.2-ENSG00000138835.22",481.056,-481.056,"+","+","Intergenic"
"ENSG00000138835.22","ENSG00000225684.3","FAM225B","Bona fide lncRNA","RGS3","Protein coding","ENSG00000225684.3-ENSG00000138835.22",482.629,-482.629,"-","+","Intergenic"
"ENSG00000138942.15","ENSG00000253352.8","TUG1","Bona fide lncRNA","RNF185","Protein coding","ENSG00000253352.8-ENSG00000138942.15",188.713,-188.713,"+","+","Intergenic"
"ENSG00000138942.15","ENSG00000232530.1","RP1-102K2.6","Bona fide lncRNA","RNF185","Protein coding","ENSG00000232530.1-ENSG00000138942.15",920.999,-920.999,"+","+","Intergenic"
"ENSG00000138944.7","ENSG00000226328.6","NUP50-AS1","Bona fide lncRNA","KIAA1644","Protein coding","ENSG00000226328.6-ENSG00000138944.7",820.906,820.906,"-","-","Intergenic"
"ENSG00000139112.10","ENSG00000231560.1","AC091814.3","Bona fide lncRNA","GABARAPL1","Protein coding","ENSG00000231560.1-ENSG00000139112.10",259.469,-259.469,"-","+","Intergenic"
"ENSG00000139146.13","ENSG00000235884.3","LINC00941","Bona fide lncRNA","FAM60A","Protein coding","ENSG00000235884.3-ENSG00000139146.13",523.951,-523.951,"+","-","Intergenic"
"ENSG00000139160.13","ENSG00000235884.3","LINC00941","Bona fide lncRNA","ETFBKMT","Protein coding","ENSG00000235884.3-ENSG00000139160.13",858.976,-858.976,"+","+","Intergenic"
"ENSG00000139178.10","ENSG00000205885.7","C1RL-AS1","Bona fide lncRNA","C1RL","Protein coding","ENSG00000205885.7-ENSG00000139178.10",0.005,0.005,"+","-","Bidirectional"
"ENSG00000139178.10","ENSG00000215039.6","CD27-AS1","Bona fide lncRNA","C1RL","Protein coding","ENSG00000215039.6-ENSG00000139178.10",656.755,-656.755,"-","-","Intergenic"
"ENSG00000139182.13","ENSG00000205885.7","C1RL-AS1","Bona fide lncRNA","CLSTN3","Protein coding","ENSG00000205885.7-ENSG00000139182.13",9.641,-9.641,"+","+","Intergenic"
"ENSG00000139182.13","ENSG00000215039.6","CD27-AS1","Bona fide lncRNA","CLSTN3","Protein coding","ENSG00000215039.6-ENSG00000139182.13",678.651,-678.651,"-","+","Intergenic"
"ENSG00000139190.16","ENSG00000205885.7","C1RL-AS1","Bona fide lncRNA","VAMP1","Protein coding","ENSG00000205885.7-ENSG00000139190.16",637.321,637.321,"+","-","Intergenic"
"ENSG00000139190.16","ENSG00000215039.6","CD27-AS1","Bona fide lncRNA","VAMP1","Protein coding","ENSG00000215039.6-ENSG00000139190.16",14.724,-14.724,"-","-","Intergenic"
"ENSG00000139192.11","ENSG00000205885.7","C1RL-AS1","Bona fide lncRNA","TAPBPL","Protein coding","ENSG00000205885.7-ENSG00000139192.11",647.273,647.273,"+","+","Intergenic"
"ENSG00000139192.11","ENSG00000215039.6","CD27-AS1","Bona fide lncRNA","TAPBPL","Protein coding","ENSG00000215039.6-ENSG00000139192.11",0.536,-0.536,"-","+","Bidirectional"
"ENSG00000139197.10","ENSG00000205885.7","C1RL-AS1","Bona fide lncRNA","PEX5","Protein coding","ENSG00000205885.7-ENSG00000139197.10",69.026,-69.026,"+","+","Intergenic"
"ENSG00000139197.10","ENSG00000215039.6","CD27-AS1","Bona fide lncRNA","PEX5","Protein coding","ENSG00000215039.6-ENSG00000139197.10",738.036,-738.036,"-","+","Intergenic"
"ENSG00000139211.6","ENSG00000257261.5","RP11-96H19.1","Bona fide lncRNA","AMIGO2","Protein coding","ENSG00000257261.5-ENSG00000139211.6",695.963,-695.963,"+","-","Intergenic"
"ENSG00000139211.6","ENSG00000257433.5","RP1-197B17.3","Bona fide lncRNA","AMIGO2","Protein coding","ENSG00000257433.5-ENSG00000139211.6",626.143,626.143,"+","-","Intergenic"
"ENSG00000139218.17","ENSG00000257261.5","RP11-96H19.1","Bona fide lncRNA","SCAF11","Protein coding","ENSG00000257261.5-ENSG00000139218.17",391.684,391.684,"+","-","Intergenic"
"ENSG00000139233.6","ENSG00000256268.1","RP11-221N13.3","Bona fide lncRNA","LLPH","Protein coding","ENSG00000256268.1-ENSG00000139233.6",527.824,-527.824,"+","-","Intergenic"
"ENSG00000139263.11","ENSG00000257698.1","RP11-620J15.3","Bona fide lncRNA","LRIG3","Protein coding","ENSG00000257698.1-ENSG00000139263.11",946.711,-946.711,"-","-","Intergenic"
"ENSG00000139266.5","ENSG00000255737.2","AGAP2-AS1","Bona fide lncRNA","MARCH9","Protein coding","ENSG00000255737.2-ENSG00000139266.5",28.827,-28.827,"+","+","Intergenic"
"ENSG00000139266.5","ENSG00000257698.1","RP11-620J15.3","Bona fide lncRNA","MARCH9","Protein coding","ENSG00000257698.1-ENSG00000139266.5",178.592,178.592,"-","+","Intergenic"
"ENSG00000139269.2","ENSG00000257698.1","RP11-620J15.3","Bona fide lncRNA","INHBE","Protein coding","ENSG00000257698.1-ENSG00000139269.2",480.107,480.107,"-","+","Intergenic"
"ENSG00000139269.2","ENSG00000255737.2","AGAP2-AS1","Bona fide lncRNA","INHBE","Protein coding","ENSG00000255737.2-ENSG00000139269.2",270.299,270.299,"+","+","Intergenic"
"ENSG00000139278.9","ENSG00000257219.5","RP11-54A9.1","Bona fide lncRNA","GLIPR1","Protein coding","ENSG00000257219.5-ENSG00000139278.9",778.595,778.595,"+","+","Intergenic"
"ENSG00000139289.13","ENSG00000257219.5","RP11-54A9.1","Bona fide lncRNA","PHLDA1","Protein coding","ENSG00000257219.5-ENSG00000139289.13",228.023,228.023,"+","-","Intergenic"
"ENSG00000139318.7","ENSG00000258183.5","RP11-753N8.1","Bona fide lncRNA","DUSP6","Protein coding","ENSG00000258183.5-ENSG00000139318.7",927.623,927.623,"+","-","Intergenic"
"ENSG00000139318.7","ENSG00000271614.1","ATP2B1-AS1","Bona fide lncRNA","DUSP6","Protein coding","ENSG00000271614.1-ENSG00000139318.7",355.688,355.688,"+","-","Intergenic"
"ENSG00000139318.7","MSTRG.7694",NA,"Bona fide lncRNA","DUSP6","Protein coding","MSTRG.7694-ENSG00000139318.7",931.679,-931.679,"-","-","Intergenic"
"ENSG00000139323.13","ENSG00000271614.1","ATP2B1-AS1","Bona fide lncRNA","POC1B","CC","ENSG00000271614.1-ENSG00000139323.13",182.935,182.935,"+","-","Intergenic"
"ENSG00000139323.13","ENSG00000258183.5","RP11-753N8.1","Bona fide lncRNA","POC1B","CC","ENSG00000258183.5-ENSG00000139323.13",754.87,754.87,"+","-","Intergenic"
"ENSG00000139324.11","MSTRG.7694",NA,"Bona fide lncRNA","TMTC3","Protein coding","MSTRG.7694-ENSG00000139324.11",277.054,277.054,"-","+","Intergenic"
"ENSG00000139329.4","ENSG00000258183.5","RP11-753N8.1","Bona fide lncRNA","LUM","Protein coding","ENSG00000258183.5-ENSG00000139329.4",830.545,-830.545,"+","-","Intergenic"
"ENSG00000139372.14","MSTRG.7858",NA,"Bona fide lncRNA","TDG","Protein coding","MSTRG.7858-ENSG00000139372.14",66.566,66.566,"-","+","Intergenic"
"ENSG00000139372.14","ENSG00000257732.1","RP11-818F20.5","Bona fide lncRNA","TDG","Protein coding","ENSG00000257732.1-ENSG00000139372.14",314.819,314.819,"-","+","Intergenic"
"ENSG00000139428.11","ENSG00000256262.1","USP30-AS1","Bona fide lncRNA","MMAB","Protein coding","ENSG00000256262.1-ENSG00000139428.11",519.545,-519.545,"-","-","Intergenic"
"ENSG00000139433.9","ENSG00000256262.1","USP30-AS1","Bona fide lncRNA","GLTP","Protein coding","ENSG00000256262.1-ENSG00000139433.9",826.536,-826.536,"-","-","Intergenic"
"ENSG00000139436.20","ENSG00000256262.1","USP30-AS1","Bona fide lncRNA","GIT2","Protein coding","ENSG00000256262.1-ENSG00000139436.20",942.272,-942.272,"-","-","Intergenic"
"ENSG00000139437.17","ENSG00000256262.1","USP30-AS1","Bona fide lncRNA","TCHP","Protein coding","ENSG00000256262.1-ENSG00000139437.17",846.312,-846.312,"-","+","Intergenic"
"ENSG00000139531.12","ENSG00000258056.2","RP11-644F5.11","Bona fide lncRNA","SUOX","Protein coding","ENSG00000258056.2-ENSG00000139531.12",268.076,-268.076,"+","+","Intergenic"
"ENSG00000139546.10","ENSG00000228630.5","HOTAIR","Bona fide lncRNA","TARBP2","Protein coding","ENSG00000228630.5-ENSG00000139546.10",463.156,463.156,"-","+","Intergenic"
"ENSG00000139546.10","ENSG00000250742.2","RP11-834C11.4","Bona fide lncRNA","TARBP2","Protein coding","ENSG00000250742.2-ENSG00000139546.10",622.624,622.624,"+","+","Intergenic"
"ENSG00000139579.12","ENSG00000258056.2","RP11-644F5.11","Bona fide lncRNA","NABP2","Protein coding","ENSG00000258056.2-ENSG00000139579.12",495.221,-495.221,"+","+","Intergenic"
"ENSG00000139613.11","ENSG00000258056.2","RP11-644F5.11","Bona fide lncRNA","SMARCC2","Protein coding","ENSG00000258056.2-ENSG00000139613.11",460.372,-460.372,"+","-","Intergenic"
"ENSG00000139620.12","ENSG00000257433.5","RP1-197B17.3","Bona fide lncRNA","KANSL2","Protein coding","ENSG00000257433.5-ENSG00000139620.12",963.053,-963.053,"+","-","Intergenic"
"ENSG00000139625.12","ENSG00000250742.2","RP11-834C11.4","Bona fide lncRNA","MAP3K12","Protein coding","ENSG00000250742.2-ENSG00000139625.12",626.483,626.483,"+","-","Intergenic"
"ENSG00000139625.12","ENSG00000228630.5","HOTAIR","Bona fide lncRNA","MAP3K12","Protein coding","ENSG00000228630.5-ENSG00000139625.12",467.015,467.015,"-","-","Intergenic"
"ENSG00000139631.18","ENSG00000228630.5","HOTAIR","Bona fide lncRNA","CSAD","Protein coding","ENSG00000228630.5-ENSG00000139631.18",785.17,785.17,"-","-","Intergenic"
"ENSG00000139631.18","ENSG00000250742.2","RP11-834C11.4","Bona fide lncRNA","CSAD","Protein coding","ENSG00000250742.2-ENSG00000139631.18",944.638,944.638,"+","-","Intergenic"
"ENSG00000139637.13","ENSG00000228630.5","HOTAIR","Bona fide lncRNA","C12orf10","Protein coding","ENSG00000228630.5-ENSG00000139637.13",663.462,663.462,"-","+","Intergenic"
"ENSG00000139637.13","ENSG00000250742.2","RP11-834C11.4","Bona fide lncRNA","C12orf10","Protein coding","ENSG00000250742.2-ENSG00000139637.13",822.93,822.93,"+","+","Intergenic"
"ENSG00000139641.12","ENSG00000258056.2","RP11-644F5.11","Bona fide lncRNA","ESYT1","Protein coding","ENSG00000258056.2-ENSG00000139641.12",398.952,-398.952,"+","+","Intergenic"
"ENSG00000139645.9","ENSG00000258056.2","RP11-644F5.11","Bona fide lncRNA","ANKRD52","Protein coding","ENSG00000258056.2-ENSG00000139645.9",529.231,-529.231,"+","-","Intergenic"
"ENSG00000139651.10","ENSG00000250742.2","RP11-834C11.4","Bona fide lncRNA","ZNF740","TF","ENSG00000250742.2-ENSG00000139651.10",940.713,940.713,"+","+","Intergenic"
"ENSG00000139651.10","ENSG00000228630.5","HOTAIR","Bona fide lncRNA","ZNF740","TF","ENSG00000228630.5-ENSG00000139651.10",781.245,781.245,"-","+","Intergenic"
"ENSG00000139668.8","ENSG00000236778.7","INTS6-AS1","Bona fide lncRNA","WDFY2","Protein coding","ENSG00000236778.7-ENSG00000139668.8",131.114,-131.114,"+","+","Intergenic"
"ENSG00000139718.10","ENSG00000256546.1","AC156455.1","Bona fide lncRNA","SETD1B","Protein coding","ENSG00000256546.1-ENSG00000139718.10",240.698,240.698,"+","+","Intergenic"
"ENSG00000139719.9","ENSG00000256546.1","AC156455.1","Bona fide lncRNA","VPS33A","Protein coding","ENSG00000256546.1-ENSG00000139719.9",198.39,-198.39,"+","-","Intergenic"
"ENSG00000139722.6","ENSG00000256546.1","AC156455.1","Bona fide lncRNA","VPS37B","Protein coding","ENSG00000256546.1-ENSG00000139722.6",822.133,-822.133,"+","-","Intergenic"
"ENSG00000139725.7","ENSG00000256546.1","AC156455.1","Bona fide lncRNA","RHOF","Protein coding","ENSG00000256546.1-ENSG00000139725.7",262.629,262.629,"+","-","Intergenic"
"ENSG00000139726.10","ENSG00000256546.1","AC156455.1","Bona fide lncRNA","DENR","Protein coding","ENSG00000256546.1-ENSG00000139726.10",684.798,-684.798,"+","+","Intergenic"
"ENSG00000139746.15","ENSG00000227354.6","RBM26-AS1","Bona fide lncRNA","RBM26","Protein coding","ENSG00000227354.6-ENSG00000139746.15",0.088,0.088,"+","-","Bidirectional"
"ENSG00000139842.14","ENSG00000272695.1","GAS6-AS2","Bona fide lncRNA","CUL4A","Protein coding","ENSG00000272695.1-ENSG00000139842.14",654.568,654.568,"+","+","Intergenic"
"ENSG00000139921.12","ENSG00000273888.1","FRMD6-AS1","Bona fide lncRNA","TMX1","Protein coding","ENSG00000273888.1-ENSG00000139921.12",411.494,411.494,"-","+","Intergenic"
"ENSG00000139921.12","ENSG00000258711.2","RP11-218E20.3","Bona fide lncRNA","TMX1","Protein coding","ENSG00000258711.2-ENSG00000139921.12",278.166,-278.166,"-","+","Intergenic"
"ENSG00000139926.15","ENSG00000258711.2","RP11-218E20.3","Bona fide lncRNA","FRMD6","Protein coding","ENSG00000258711.2-ENSG00000139926.15",689.856,-689.856,"-","+","Intergenic"
"ENSG00000139926.15","ENSG00000273888.1","FRMD6-AS1","Bona fide lncRNA","FRMD6","Protein coding","ENSG00000273888.1-ENSG00000139926.15",0.114,-0.114,"-","+","Bidirectional"
"ENSG00000140006.11","MSTRG.9519",NA,"Bona fide lncRNA","WDR89","Protein coding","MSTRG.9519-ENSG00000140006.11",0.469,0.469,"+","-","Bidirectional"
"ENSG00000140025.15","ENSG00000258920.1","FOXN3-AS1","Bona fide lncRNA","EFCAB11","Protein coding","ENSG00000258920.1-ENSG00000140025.15",537.203,-537.203,"+","-","Intergenic"
"ENSG00000140043.11","ENSG00000259065.1","RP5-1021I20.1","Bona fide lncRNA","PTGR2","Protein coding","ENSG00000259065.1-ENSG00000140043.11",62.879,-62.879,"+","+","Intergenic"
"ENSG00000140105.17","MSTRG.10023",NA,"Bona fide lncRNA","WARS","Protein coding","MSTRG.10023-ENSG00000140105.17",684.238,684.238,"+","-","Intergenic"
"ENSG00000140105.17","MSTRG.10014",NA,"Bona fide lncRNA","WARS","Protein coding","MSTRG.10014-ENSG00000140105.17",663.022,663.022,"+","-","Intergenic"
"ENSG00000140105.17","ENSG00000225746.9","SNHG23","Bona fide lncRNA","WARS","Protein coding","ENSG00000225746.9-ENSG00000140105.17",518.435,518.435,"+","-","Intergenic"
"ENSG00000140105.17","ENSG00000223403.3","MEG9","Bona fide lncRNA","WARS","Protein coding","ENSG00000223403.3-ENSG00000140105.17",693.576,693.576,"+","-","Intergenic"
"ENSG00000140105.17","ENSG00000214548.14","MEG3","Bona fide lncRNA","WARS","Protein coding","ENSG00000214548.14-ENSG00000140105.17",449.773,449.773,"+","-","Intergenic"
"ENSG00000140105.17","MSTRG.10022",NA,"Bona fide lncRNA","WARS","Protein coding","MSTRG.10022-ENSG00000140105.17",679.081,679.081,"+","-","Intergenic"
"ENSG00000140259.6","ENSG00000179523.4","EIF3J-AS1","Bona fide lncRNA","MFAP1","Protein coding","ENSG00000179523.4-ENSG00000140259.6",711.141,711.141,"-","-","Intergenic"
"ENSG00000140263.13","ENSG00000179523.4","EIF3J-AS1","Bona fide lncRNA","SORD","Protein coding","ENSG00000179523.4-ENSG00000140263.13",486.181,-486.181,"-","+","Intergenic"
"ENSG00000140264.19","ENSG00000179523.4","EIF3J-AS1","Bona fide lncRNA","SERF2","Protein coding","ENSG00000179523.4-ENSG00000140264.19",743.104,743.104,"-","+","Intergenic"
"ENSG00000140285.9","ENSG00000244879.6","GABPB1-AS1","Bona fide lncRNA","FGF7","Protein coding","ENSG00000244879.6-ENSG00000140285.9",931.699,931.699,"+","+","Intergenic"
"ENSG00000140319.10","ENSG00000245849.6","RAD51-AS1","Bona fide lncRNA","SRP14","Protein coding","ENSG00000245849.6-ENSG00000140319.10",655.908,655.908,"-","-","Intergenic"
"ENSG00000140319.10","ENSG00000248508.6","SRP14-AS1","Bona fide lncRNA","SRP14","Protein coding","ENSG00000248508.6-ENSG00000140319.10",0.161,0.161,"+","-","Bidirectional"
"ENSG00000140320.11","ENSG00000248508.6","SRP14-AS1","Bona fide lncRNA","BAHD1","Protein coding","ENSG00000248508.6-ENSG00000140320.11",375.334,-375.334,"+","+","Intergenic"
"ENSG00000140320.11","ENSG00000245849.6","RAD51-AS1","Bona fide lncRNA","BAHD1","Protein coding","ENSG00000245849.6-ENSG00000140320.11",230.186,230.186,"-","+","Intergenic"
"ENSG00000140320.11","ENSG00000247556.6","OIP5-AS1","Bona fide lncRNA","BAHD1","Protein coding","ENSG00000247556.6-ENSG00000140320.11",819.08,819.08,"+","+","Intergenic"
"ENSG00000140332.15","ENSG00000259426.5","RP11-253M7.1","Bona fide lncRNA","TLE3","Protein coding","ENSG00000259426.5-ENSG00000140332.15",681.273,-681.273,"-","-","Intergenic"
"ENSG00000140350.15","ENSG00000259426.5","RP11-253M7.1","Bona fide lncRNA","ANP32A","CC","ENSG00000259426.5-ENSG00000140350.15",593.325,593.325,"-","-","Intergenic"
"ENSG00000140365.15","ENSG00000247240.7","UBL7-AS1","Bona fide lncRNA","COMMD4","Protein coding","ENSG00000247240.7-ENSG00000140365.15",874.547,-874.547,"+","+","Intergenic"
"ENSG00000140398.13","ENSG00000247240.7","UBL7-AS1","Bona fide lncRNA","NEIL1","Protein coding","ENSG00000247240.7-ENSG00000140398.13",885.746,-885.746,"+","+","Intergenic"
"ENSG00000140400.16","ENSG00000247240.7","UBL7-AS1","Bona fide lncRNA","MAN2C1","Protein coding","ENSG00000247240.7-ENSG00000140400.16",897.836,-897.836,"+","-","Intergenic"
"ENSG00000140406.3","ENSG00000259343.5","TMC3-AS1","Bona fide lncRNA","MESDC1","Protein coding","ENSG00000259343.5-ENSG00000140406.3",323.433,323.433,"+","+","Intergenic"
"ENSG00000140406.3","ENSG00000259692.5","RP11-499F3.2","Bona fide lncRNA","MESDC1","Protein coding","ENSG00000259692.5-ENSG00000140406.3",797.18,797.18,"-","+","Intergenic"
"ENSG00000140443.13","ENSG00000251209.7","LINC00923","Bona fide lncRNA","IGF1R","Protein coding","ENSG00000251209.7-ENSG00000140443.13",774.421,-774.421,"-","+","Intergenic"
"ENSG00000140443.13","ENSG00000259363.5","CTD-2054N24.2","Bona fide lncRNA","IGF1R","Protein coding","ENSG00000259363.5-ENSG00000140443.13",890.538,890.538,"+","+","Intergenic"
"ENSG00000140450.8","ENSG00000251209.7","LINC00923","Bona fide lncRNA","ARRDC4","Protein coding","ENSG00000251209.7-ENSG00000140450.8",86.148,-86.148,"-","+","Intergenic"
"ENSG00000140464.19","ENSG00000247240.7","UBL7-AS1","Bona fide lncRNA","PML","Protein coding","ENSG00000247240.7-ENSG00000140464.19",463.2,463.2,"+","+","Intergenic"
"ENSG00000140464.19","ENSG00000261801.5","LOXL1-AS1","Bona fide lncRNA","PML","Protein coding","ENSG00000261801.5-ENSG00000140464.19",66.425,-66.425,"-","+","Intergenic"
"ENSG00000140471.16","ENSG00000259363.5","CTD-2054N24.2","Bona fide lncRNA","LINS1","Protein coding","ENSG00000259363.5-ENSG00000140471.16",694.155,-694.155,"+","-","Intergenic"
"ENSG00000140474.12","ENSG00000261801.5","LOXL1-AS1","Bona fide lncRNA","ULK3","Protein coding","ENSG00000261801.5-ENSG00000140474.12",914.891,-914.891,"-","-","Intergenic"
"ENSG00000140474.12","ENSG00000247240.7","UBL7-AS1","Bona fide lncRNA","ULK3","Protein coding","ENSG00000247240.7-ENSG00000140474.12",381.795,-381.795,"+","-","Intergenic"
"ENSG00000140497.16","ENSG00000247240.7","UBL7-AS1","Bona fide lncRNA","SCAMP2","Protein coding","ENSG00000247240.7-ENSG00000140497.16",390.869,-390.869,"+","-","Intergenic"
"ENSG00000140497.16","ENSG00000261801.5","LOXL1-AS1","Bona fide lncRNA","SCAMP2","Protein coding","ENSG00000261801.5-ENSG00000140497.16",923.965,-923.965,"-","-","Intergenic"
"ENSG00000140598.13","ENSG00000259692.5","RP11-499F3.2","Bona fide lncRNA","EFL1","Protein coding","ENSG00000259692.5-ENSG00000140598.13",464.639,-464.639,"-","-","Intergenic"
"ENSG00000140598.13","ENSG00000259343.5","TMC3-AS1","Bona fide lncRNA","EFL1","Protein coding","ENSG00000259343.5-ENSG00000140598.13",921.115,-921.115,"+","-","Intergenic"
"ENSG00000140598.13","ENSG00000250988.7","SNHG21","Bona fide lncRNA","EFL1","Protein coding","ENSG00000250988.7-ENSG00000140598.13",487.801,487.801,"+","-","Intergenic"
"ENSG00000140632.16","ENSG00000262185.1","RP11-462G12.1","Bona fide lncRNA","GLYR1","TF","ENSG00000262185.1-ENSG00000140632.16",871.05,-871.05,"-","-","Intergenic"
"ENSG00000140694.16","ENSG00000262454.2","MIR193BHG","Bona fide lncRNA","PARN","Protein coding","ENSG00000262454.2-ENSG00000140694.16",327.762,-327.762,"+","-","Intergenic"
"ENSG00000140718.20","ENSG00000277639.2","RP11-467J12.4","Bona fide lncRNA","FTO","Protein coding","ENSG00000277639.2-ENSG00000140718.20",651.196,-651.196,"-","+","Intergenic"
"ENSG00000140848.16","ENSG00000260823.1","RP11-249C24.10","Bona fide lncRNA","CPNE2","Protein coding","ENSG00000260823.1-ENSG00000140848.16",481.162,-481.162,"-","+","Intergenic"
