"geneID","AnchorGene","CAT_geneClassII","mid.x","mid.y","AbsDistLnc_PCG","DistLnc_PCG","pairs"
"ENSG00000185909.10","ENSG00000223343.1","coding_mRNA",48990987,49171610.5,180.6235,-180.6235,"ENSG00000223343.1-ENSG00000185909.10"
"ENSG00000198218.6","ENSG00000223343.1","coding_mRNA",48990987,49094059.5,103.0725,-103.0725,"ENSG00000223343.1-ENSG00000198218.6"
"ENSG00000221883.2","ENSG00000223343.1","coding_mRNA",48989754,48918817,70.937,70.937,"ENSG00000223343.1-ENSG00000221883.2"
"ENSG00000134644.11","ENSG00000223382.3","coding_mRNA",30824668.5,31065700,241.0315,-241.0315,"ENSG00000223382.3-ENSG00000134644.11"
"ENSG00000162511.7","ENSG00000223382.3","coding_mRNA",30824234,30757820,66.414,66.414,"ENSG00000223382.3-ENSG00000162511.7"
"ENSG00000162512.11","ENSG00000223382.3","coding_mRNA",30824668.5,30908747,84.0785,-84.0785,"ENSG00000223382.3-ENSG00000162512.11"
"ENSG00000114346.9","ENSG00000223387.2","coding_mRNA",172595513,172750754,155.241,-155.241,"ENSG00000223387.2-ENSG00000114346.9"
"ENSG00000121858.6","ENSG00000223387.2","coding_mRNA",172594714.5,172523472.5,71.242,71.242,"ENSG00000223387.2-ENSG00000121858.6"
"ENSG00000144959.5","ENSG00000223387.2","coding_mRNA",172595513,172711080.5,115.5675,-115.5675,"ENSG00000223387.2-ENSG00000144959.5"
"ENSG00000119280.12","ENSG00000223393.1","coding_mRNA",230868625.5,230868511.5,0.114,0.114,"ENSG00000223393.1-ENSG00000119280.12"
"ENSG00000135744.7","ENSG00000223393.1","coding_mRNA",230868625.5,230714121,154.5045,154.5045,"ENSG00000223393.1-ENSG00000135744.7"
"ENSG00000135775.9","ENSG00000223393.1","coding_mRNA",230868625.5,230642498,226.1275,226.1275,"ENSG00000223393.1-ENSG00000135775.9"
"ENSG00000143643.8","ENSG00000223393.1","coding_mRNA",230868625.5,230978852.5,110.227,-110.227,"ENSG00000223393.1-ENSG00000143643.8"
"ENSG00000173409.9","ENSG00000223393.1","coding_mRNA",230868625.5,230979086.5,110.461,-110.461,"ENSG00000223393.1-ENSG00000173409.9"
"ENSG00000113916.13","ENSG00000223401.1","coding_mRNA",187745818.5,187745468.5,0.35,0.35,"ENSG00000223401.1-ENSG00000113916.13"
"ENSG00000154710.11","ENSG00000223473.1","coding_mRNA",66493558,66682164.5,188.6065,-188.6065,"ENSG00000223473.1-ENSG00000154710.11"
"ENSG00000243335.4","ENSG00000223473.1","coding_mRNA",66493558,66629045.5,135.4875,-135.4875,"ENSG00000223473.1-ENSG00000243335.4"
"ENSG00000132434.5","ENSG00000223475.1","coding_mRNA",55572556.5,55366042.5,206.514,206.514,"ENSG00000223475.1-ENSG00000132434.5"
"ENSG00000154978.8","ENSG00000223475.1","coding_mRNA",55572556.5,55572509.5,0.047,0.047,"ENSG00000223475.1-ENSG00000154978.8"
"ENSG00000204175.4","ENSG00000223477.3","coding_mRNA",46398456,46556638,158.182,-158.182,"ENSG00000223477.3-ENSG00000204175.4"
"ENSG00000095319.10","ENSG00000223478.1","coding_mRNA",128724451,128922299,197.848,-197.848,"ENSG00000223478.1-ENSG00000095319.10"
"ENSG00000107021.11","ENSG00000223478.1","coding_mRNA",128724451,128787285.5,62.8345,-62.8345,"ENSG00000223478.1-ENSG00000107021.11"
"ENSG00000119333.7","ENSG00000223478.1","coding_mRNA",128724451,128656702,67.749,67.749,"ENSG00000223478.1-ENSG00000119333.7"
"ENSG00000119335.12","ENSG00000223478.1","coding_mRNA",128724451,128689296,35.155,35.155,"ENSG00000223478.1-ENSG00000119335.12"
"ENSG00000119392.10","ENSG00000223478.1","coding_mRNA",128724451,128504721,219.73,219.73,"ENSG00000223478.1-ENSG00000119392.10"
"ENSG00000136802.7","ENSG00000223478.1","coding_mRNA",128724451,128882155.5,157.7045,-157.7045,"ENSG00000223478.1-ENSG00000136802.7"
"ENSG00000160445.6","ENSG00000223478.1","coding_mRNA",128724451,128771929,47.478,-47.478,"ENSG00000223478.1-ENSG00000160445.6"
"ENSG00000160446.14","ENSG00000223478.1","coding_mRNA",128724451,128724111.5,0.3395,0.3395,"ENSG00000223478.1-ENSG00000160446.14"
"ENSG00000160447.6","ENSG00000223478.1","coding_mRNA",128724451,128721728.5,2.7225,2.7225,"ENSG00000223478.1-ENSG00000160447.6"
"ENSG00000167136.6","ENSG00000223478.1","coding_mRNA",128724451,128818500,94.049,-94.049,"ENSG00000223478.1-ENSG00000167136.6"
"ENSG00000171097.9","ENSG00000223478.1","coding_mRNA",128724451,128881947.5,157.4965,-157.4965,"ENSG00000223478.1-ENSG00000171097.9"
"ENSG00000175283.7","ENSG00000223478.1","coding_mRNA",128724451,128947610,223.159,-223.159,"ENSG00000223478.1-ENSG00000175283.7"
"ENSG00000175287.14","ENSG00000223478.1","coding_mRNA",128724451,128922299,197.848,-197.848,"ENSG00000223478.1-ENSG00000175287.14"
"ENSG00000197694.9","ENSG00000223478.1","coding_mRNA",128724451,128552589.5,171.8615,171.8615,"ENSG00000223478.1-ENSG00000197694.9"
"ENSG00000198917.7","ENSG00000223478.1","coding_mRNA",128724451,128829800.5,105.3495,-105.3495,"ENSG00000223478.1-ENSG00000198917.7"
"ENSG00000251184.1","ENSG00000223478.1","coding_mRNA",128724451,128941454.5,217.0035,-217.0035,"ENSG00000223478.1-ENSG00000251184.1"
"ENSG00000107789.11","ENSG00000223482.3","coding_mRNA",87342457,87504874.5,162.4175,-162.4175,"ENSG00000223482.3-ENSG00000107789.11"
"ENSG00000122376.7","ENSG00000223482.3","coding_mRNA",87342345,87095199,247.146,247.146,"ENSG00000223482.3-ENSG00000122376.7"
"ENSG00000148672.7","ENSG00000223482.3","coding_mRNA",87342345,87094925.5,247.4195,247.4195,"ENSG00000223482.3-ENSG00000148672.7"
"ENSG00000125962.10","ENSG00000223546.2","coding_mRNA",102712889,102599527.5,113.3615,113.3615,"ENSG00000223546.2-ENSG00000125962.10"
"ENSG00000158164.6","ENSG00000223546.2","coding_mRNA",102712889,102516751,196.138,196.138,"ENSG00000223546.2-ENSG00000158164.6"
"ENSG00000158301.14","ENSG00000223546.2","coding_mRNA",102712889,102712889,0,0,"ENSG00000223546.2-ENSG00000158301.14"
"ENSG00000198908.7","ENSG00000223546.2","coding_mRNA",102712889,102712889,0,0,"ENSG00000223546.2-ENSG00000198908.7"
"ENSG00000198908.7","ENSG00000223546.2","coding_mRNA",102720735.5,102720735.5,0,0,"ENSG00000223546.2-ENSG00000198908.7"
"ENSG00000069248.9","ENSG00000223635.1","coding_mRNA",229508448,229508332,0.116,0.116,"ENSG00000223635.1-ENSG00000069248.9"
"ENSG00000135763.5","ENSG00000223635.1","coding_mRNA",229508481,229626224,117.743,-117.743,"ENSG00000223635.1-ENSG00000135763.5"
"ENSG00000135776.4","ENSG00000223635.1","coding_mRNA",229508481,229558695,50.214,-50.214,"ENSG00000223635.1-ENSG00000135776.4"
"ENSG00000135801.5","ENSG00000223635.1","coding_mRNA",229508481,229626100.5,117.6195,-117.6195,"ENSG00000223635.1-ENSG00000135801.5"
"ENSG00000154429.6","ENSG00000223635.1","coding_mRNA",229508448,229342525.5,165.9225,165.9225,"ENSG00000223635.1-ENSG00000154429.6"
"ENSG00000168118.7","ENSG00000223635.1","coding_mRNA",229508448,229271144.5,237.3035,237.3035,"ENSG00000223635.1-ENSG00000168118.7"
"ENSG00000055732.8","ENSG00000223653.1","coding_mRNA",85275872,85048478.5,227.3935,227.3935,"ENSG00000223653.1-ENSG00000055732.8"
"ENSG00000097096.8","ENSG00000223653.1","coding_mRNA",85275872,85201733.5,74.1385,74.1385,"ENSG00000223653.1-ENSG00000097096.8"
"ENSG00000142867.8","ENSG00000223653.1","coding_mRNA",85276301,85276448.5,0.1475,-0.1475,"ENSG00000223653.1-ENSG00000142867.8"
"ENSG00000153904.14","ENSG00000223653.1","coding_mRNA",85277007,85465161.5,188.1545,-188.1545,"ENSG00000223653.1-ENSG00000153904.14"
"ENSG00000162642.9","ENSG00000223653.1","coding_mRNA",85275872,85259659.5,16.2125,16.2125,"ENSG00000223653.1-ENSG00000162642.9"
"ENSG00000162643.8","ENSG00000223653.1","coding_mRNA",85275872,85062346,213.526,213.526,"ENSG00000223653.1-ENSG00000162643.8"
"CATG00000039813.1","ENSG00000223660.1","coding_mRNA",54200727,54174147.5,26.5795,26.5795,"ENSG00000223660.1-CATG00000039813.1"
"ENSG00000088038.13","ENSG00000223660.1","coding_mRNA",54200727,54137764.5,62.9625,62.9625,"ENSG00000223660.1-ENSG00000088038.13"
"ENSG00000105617.3","ENSG00000223660.1","coding_mRNA",54200727,54159712.5,41.0145,41.0145,"ENSG00000223660.1-ENSG00000105617.3"
"ENSG00000105618.9","ENSG00000223660.1","coding_mRNA",54200727,54115762,84.965,84.965,"ENSG00000223660.1-ENSG00000105618.9"
"ENSG00000105619.9","ENSG00000223660.1","coding_mRNA",54200727,54115646.5,85.0805,85.0805,"ENSG00000223660.1-ENSG00000105619.9"
"ENSG00000125505.12","ENSG00000223660.1","coding_mRNA",54200727,54189595.5,11.1315,11.1315,"ENSG00000223660.1-ENSG00000125505.12"
"ENSG00000167614.9","ENSG00000223660.1","coding_mRNA",54200727,54436100,235.373,-235.373,"ENSG00000223660.1-ENSG00000167614.9"
"ENSG00000167615.12","ENSG00000223660.1","coding_mRNA",54200727,54449213.5,248.4865,-248.4865,"ENSG00000223660.1-ENSG00000167615.12"
"ENSG00000170889.9","ENSG00000223660.1","coding_mRNA",54200727,54200851,0.124,-0.124,"ENSG00000223660.1-ENSG00000170889.9"
"ENSG00000170892.6","ENSG00000223660.1","coding_mRNA",54200727,54191287.5,9.4395,9.4395,"ENSG00000223660.1-ENSG00000170892.6"
"ENSG00000170906.11","ENSG00000223660.1","coding_mRNA",54200727,54102856,97.871,97.871,"ENSG00000223660.1-ENSG00000170906.11"
"ENSG00000170909.9","ENSG00000223660.1","coding_mRNA",54200727,54102679.5,98.0475,98.0475,"ENSG00000223660.1-ENSG00000170909.9"
"ENSG00000100342.16","ENSG00000223695.1","coding_mRNA",36388594,36253133,135.461,135.461,"ENSG00000223695.1-ENSG00000100342.16"
"ENSG00000100345.16","ENSG00000223695.1","coding_mRNA",36388594,36387954,0.64,0.64,"ENSG00000223695.1-ENSG00000100345.16"
"ENSG00000100348.5","ENSG00000223695.1","coding_mRNA",36388594,36481614.5,93.0205,-93.0205,"ENSG00000223695.1-ENSG00000100348.5"
"ENSG00000100350.10","ENSG00000223695.1","coding_mRNA",36388594,36507039,118.445,-118.445,"ENSG00000223695.1-ENSG00000100350.10"
"ENSG00000100353.13","ENSG00000223695.1","coding_mRNA",36388594,36529160,140.566,-140.566,"ENSG00000223695.1-ENSG00000100353.13"
"ENSG00000128284.15","ENSG00000223695.1","coding_mRNA",36388594,36235924.5,152.6695,152.6695,"ENSG00000223695.1-ENSG00000128284.15"
"ENSG00000128335.9","ENSG00000223695.1","coding_mRNA",36388594,36239526.5,149.0675,149.0675,"ENSG00000223695.1-ENSG00000128335.9"
"ENSG00000114331.8","ENSG00000223711.1","coding_mRNA",195542782.5,195443013,99.7695,99.7695,"ENSG00000223711.1-ENSG00000114331.8"
"ENSG00000176945.12","ENSG00000223711.1","coding_mRNA",195543475,195697737,154.262,-154.262,"ENSG00000223711.1-ENSG00000176945.12"
"ENSG00000184203.3","ENSG00000223711.1","coding_mRNA",195543475,195543323,0.152,0.152,"ENSG00000223711.1-ENSG00000184203.3"
"ENSG00000118260.10","ENSG00000223725.2","coding_mRNA",207529602.5,207529917.5,0.315,-0.315,"ENSG00000223725.2-ENSG00000118260.10"
"ENSG00000118263.10","ENSG00000223725.2","coding_mRNA",207239366,207165944.5,73.4215,73.4215,"ENSG00000223725.2-ENSG00000118263.10"
"ENSG00000144401.10","ENSG00000223725.2","coding_mRNA",207529602.5,207625247,95.6445,-95.6445,"ENSG00000223725.2-ENSG00000144401.10"
"ENSG00000163249.5","ENSG00000223725.2","coding_mRNA",207529602.5,207711641.5,182.039,-182.039,"ENSG00000223725.2-ENSG00000163249.5"
"ENSG00000163251.3","ENSG00000223725.2","coding_mRNA",207529602.5,207766070,236.4675,-236.4675,"ENSG00000223725.2-ENSG00000163251.3"
"ENSG00000117500.8","ENSG00000223745.3","coding_mRNA",93345818,93180416.5,165.4015,165.4015,"ENSG00000223745.3-ENSG00000117500.8"
"ENSG00000117505.8","ENSG00000223745.3","coding_mRNA",93345818,93345936.5,0.1185,-0.1185,"ENSG00000223745.3-ENSG00000117505.8"
"ENSG00000122483.13","ENSG00000223745.3","coding_mRNA",93345818,93180711.5,165.1065,165.1065,"ENSG00000223745.3-ENSG00000122483.13"
"ENSG00000137942.12","ENSG00000223745.3","coding_mRNA",93345818,93448086.5,102.2685,-102.2685,"ENSG00000223745.3-ENSG00000137942.12"
"CATG00000043113.1","ENSG00000223764.2","coding_mRNA",924921.5,1158282.5,233.361,-233.361,"ENSG00000223764.2-CATG00000043113.1"
"ENSG00000131591.13","ENSG00000223764.2","coding_mRNA",924921.5,1116095.5,191.174,-191.174,"ENSG00000223764.2-ENSG00000131591.13"
"ENSG00000187583.6","ENSG00000223764.2","coding_mRNA",924921.5,966497.5,41.576,-41.576,"ENSG00000223764.2-ENSG00000187583.6"
"ENSG00000187608.5","ENSG00000223764.2","coding_mRNA",924921.5,1013496,88.5745,-88.5745,"ENSG00000223764.2-ENSG00000187608.5"
"ENSG00000187634.6","ENSG00000223764.2","coding_mRNA",924879.5,924047,0.8325,0.8325,"ENSG00000223764.2-ENSG00000187634.6"
"ENSG00000187961.9","ENSG00000223764.2","coding_mRNA",924921.5,960602,35.6805,-35.6805,"ENSG00000223764.2-ENSG00000187961.9"
"ENSG00000188157.9","ENSG00000223764.2","coding_mRNA",924921.5,1020098.5,95.177,-95.177,"ENSG00000223764.2-ENSG00000188157.9"
"ENSG00000188290.6","ENSG00000223764.2","coding_mRNA",924921.5,1000096,75.1745,-75.1745,"ENSG00000223764.2-ENSG00000188290.6"
"ENSG00000188976.6","ENSG00000223764.2","coding_mRNA",924921.5,959260,34.3385,-34.3385,"ENSG00000223764.2-ENSG00000188976.6"
"ENSG00000237330.2","ENSG00000223764.2","coding_mRNA",924921.5,1069333.5,144.412,-144.412,"ENSG00000223764.2-ENSG00000237330.2"
"ENSG00000170142.7","ENSG00000223791.1","coding_mRNA",23806893,23805981.5,0.9115,0.9115,"ENSG00000223791.1-ENSG00000170142.7"
"ENSG00000174738.8","ENSG00000223791.1","coding_mRNA",23807429.5,23945301,137.8715,-137.8715,"ENSG00000223791.1-ENSG00000174738.8"
"ENSG00000174748.14","ENSG00000223791.1","coding_mRNA",23807429.5,23917130.5,109.701,-109.701,"ENSG00000223791.1-ENSG00000174748.14"
"ENSG00000197885.6","ENSG00000223791.1","coding_mRNA",23807429.5,23916954.5,109.525,-109.525,"ENSG00000223791.1-ENSG00000197885.6"
"ENSG00000114784.3","ENSG00000223797.1","coding_mRNA",40309502.5,40309697,0.1945,-0.1945,"ENSG00000223797.1-ENSG00000114784.3"
"ENSG00000168032.4","ENSG00000223797.1","coding_mRNA",40453185.5,40387208.5,65.977,65.977,"ENSG00000223797.1-ENSG00000168032.4"
"ENSG00000170011.9","ENSG00000223797.1","coding_mRNA",40309502.5,40253653,55.8495,55.8495,"ENSG00000223797.1-ENSG00000170011.9"
"ENSG00000172888.7","ENSG00000223797.1","coding_mRNA",40457207.5,40524895,67.6875,-67.6875,"ENSG00000223797.1-ENSG00000172888.7"
"ENSG00000177842.7","ENSG00000223797.1","coding_mRNA",40457207.5,40506034.5,48.827,-48.827,"ENSG00000223797.1-ENSG00000177842.7"
"ENSG00000177873.8","ENSG00000223797.1","coding_mRNA",40457207.5,40477141,19.9335,-19.9335,"ENSG00000223797.1-ENSG00000177873.8"
"ENSG00000188846.9","ENSG00000223797.1","coding_mRNA",40457207.5,40457337,0.1295,-0.1295,"ENSG00000223797.1-ENSG00000188846.9"
"ENSG00000152492.9","ENSG00000223812.1","coding_mRNA",191425528.5,191329386.5,96.142,96.142,"ENSG00000223812.1-ENSG00000152492.9"
"ENSG00000188958.5","ENSG00000223812.1","coding_mRNA",191425528.5,191330532.5,94.996,94.996,"ENSG00000223812.1-ENSG00000188958.5"
"ENSG00000112473.12","ENSG00000223837.2","coding_mRNA",32970246,33200894,230.648,-230.648,"ENSG00000223837.2-ENSG00000112473.12"
"ENSG00000168394.9","ENSG00000223837.2","coding_mRNA",32970246,32853713.5,116.5325,116.5325,"ENSG00000223837.2-ENSG00000168394.9"
"ENSG00000204227.4","ENSG00000223837.2","coding_mRNA",32970246,33208505.5,238.2595,-238.2595,"ENSG00000223837.2-ENSG00000204227.4"
"ENSG00000204228.3","ENSG00000223837.2","coding_mRNA",32970246,33204656.5,234.4105,-234.4105,"ENSG00000223837.2-ENSG00000204228.3"
"ENSG00000204231.6","ENSG00000223837.2","coding_mRNA",32970246,33200376.5,230.1305,-230.1305,"ENSG00000223837.2-ENSG00000204231.6"
"ENSG00000204256.8","ENSG00000223837.2","coding_mRNA",32970246,32970246,0,0,"ENSG00000223837.2-ENSG00000204256.8"
"ENSG00000204257.10","ENSG00000223837.2","coding_mRNA",32970246,32968506.5,1.7395,1.7395,"ENSG00000223837.2-ENSG00000204257.10"
"ENSG00000204264.4","ENSG00000223837.2","coding_mRNA",32970246,32844024.5,126.2215,126.2215,"ENSG00000223837.2-ENSG00000204264.4"
"ENSG00000204267.9","ENSG00000223837.2","coding_mRNA",32970246,32838766,131.48,131.48,"ENSG00000223837.2-ENSG00000204267.9"
"ENSG00000240065.3","ENSG00000223837.2","coding_mRNA",32970246,32854189,116.057,116.057,"ENSG00000223837.2-ENSG00000240065.3"
"ENSG00000248993.1","ENSG00000223837.2","coding_mRNA",32970246,32953065.5,17.1805,17.1805,"ENSG00000223837.2-ENSG00000248993.1"
"ENSG00000250264.1","ENSG00000223837.2","coding_mRNA",32970246,32838766,131.48,131.48,"ENSG00000223837.2-ENSG00000250264.1"
"ENSG00000164818.11","ENSG00000223855.1","coding_mRNA",519301.5,726702.5,207.401,-207.401,"ENSG00000223855.1-ENSG00000164818.11"
"ENSG00000188191.10","ENSG00000223855.1","coding_mRNA",519301.5,727284.5,207.983,-207.983,"ENSG00000223855.1-ENSG00000188191.10"
"ENSG00000197461.9","ENSG00000223855.1","coding_mRNA",519301.5,519196.5,0.105,0.105,"ENSG00000223855.1-ENSG00000197461.9"
"ENSG00000101074.3","ENSG00000223891.1","coding_mRNA",44211100,44336321,125.221,-125.221,"ENSG00000223891.1-ENSG00000101074.3"
"ENSG00000132823.6","ENSG00000223891.1","coding_mRNA",44210995,44210788,0.207,0.207,"ENSG00000223891.1-ENSG00000132823.6"
"ENSG00000149596.6","ENSG00000223891.1","coding_mRNA",44210995,44187494,23.501,23.501,"ENSG00000223891.1-ENSG00000149596.6"
"ENSG00000197296.5","ENSG00000223891.1","coding_mRNA",44211100,44311180.5,100.0805,-100.0805,"ENSG00000223891.1-ENSG00000197296.5"
"ENSG00000079308.12","ENSG00000223923.1","coding_mRNA",217978692,217944064,34.628,34.628,"ENSG00000223923.1-ENSG00000079308.12"
"ENSG00000163466.11","ENSG00000223923.1","coding_mRNA",217978692,218217170,238.478,-238.478,"ENSG00000223923.1-ENSG00000163466.11"
"ENSG00000231672.2","ENSG00000223923.1","coding_mRNA",217978692,217750536,228.156,228.156,"ENSG00000223923.1-ENSG00000231672.2"
"CATG00000043101.1","ENSG00000223935.1","coding_mRNA",64454872.5,64654071,199.1985,-199.1985,"ENSG00000223935.1-CATG00000043101.1"
"ENSG00000119844.10","ENSG00000223935.1","coding_mRNA",64454872.5,64524382,69.5095,-69.5095,"ENSG00000223935.1-ENSG00000119844.10"
"ENSG00000119862.8","ENSG00000223935.1","coding_mRNA",64454872.5,64454164,0.7085,0.7085,"ENSG00000223935.1-ENSG00000119862.8"
"ENSG00000179833.4","ENSG00000223935.1","coding_mRNA",64454872.5,64653907.5,199.035,-199.035,"ENSG00000223935.1-ENSG00000179833.4"
"ENSG00000071082.6","ENSG00000223947.1","coding_mRNA",101002173,101002283.5,0.1105,-0.1105,"ENSG00000223947.1-ENSG00000071082.6"
"ENSG00000170485.12","ENSG00000223947.1","coding_mRNA",101002173,100820144,182.029,182.029,"ENSG00000223947.1-ENSG00000170485.12"
"ENSG00000204634.8","ENSG00000223947.1","coding_mRNA",101002173,101151397,149.224,-149.224,"ENSG00000223947.1-ENSG00000204634.8"
"ENSG00000079150.13","ENSG00000223960.2","coding_mRNA",178413954.5,178478576.5,64.622,-64.622,"ENSG00000223960.2-ENSG00000079150.13"
"ENSG00000079156.12","ENSG00000223960.2","coding_mRNA",178413954.5,178194492.5,219.462,219.462,"ENSG00000223960.2-ENSG00000079156.12"
"ENSG00000116095.6","ENSG00000223960.2","coding_mRNA",178413954.5,178480470.5,66.516,-66.516,"ENSG00000223960.2-ENSG00000116095.6"
"ENSG00000180228.8","ENSG00000223960.2","coding_mRNA",178413954.5,178451148.5,37.194,-37.194,"ENSG00000223960.2-ENSG00000180228.8"
"ENSG00000204311.7","ENSG00000223960.2","coding_mRNA",178413954.5,178450928,36.9735,-36.9735,"ENSG00000223960.2-ENSG00000204311.7"
"ENSG00000058091.12","ENSG00000223969.1","coding_mRNA",90595884.5,90595999.5,0.115,-0.115,"ENSG00000223969.1-ENSG00000058091.12"
"ENSG00000105793.11","ENSG00000223969.1","coding_mRNA",90595884.5,90346703.5,249.181,249.181,"ENSG00000223969.1-ENSG00000105793.11"
"ENSG00000157224.11","ENSG00000223969.1","coding_mRNA",90595884.5,90403450.5,192.434,192.434,"ENSG00000223969.1-ENSG00000157224.11"
"ENSG00000120337.7","ENSG00000224000.1","coding_mRNA",172906903.5,173050939.5,144.036,-144.036,"ENSG00000224000.1-ENSG00000120337.7"
"ENSG00000136930.8","ENSG00000224020.1","coding_mRNA",124658435.5,124415440,242.9955,242.9955,"ENSG00000224020.1-ENSG00000136930.8"
"ENSG00000136942.10","ENSG00000224020.1","coding_mRNA",124658435.5,124861956,203.5205,-203.5205,"ENSG00000224020.1-ENSG00000136942.10"
"ENSG00000136950.9","ENSG00000224020.1","coding_mRNA",124658435.5,124869185.5,210.75,-210.75,"ENSG00000224020.1-ENSG00000136950.9"
"ENSG00000148200.12","ENSG00000224020.1","coding_mRNA",124658435.5,124771320,112.8845,-112.8845,"ENSG00000224020.1-ENSG00000148200.12"
"ENSG00000089876.7","ENSG00000224023.6","coding_mRNA",125719490,125896473.5,176.9835,-176.9835,"ENSG00000224023.6-ENSG00000089876.7"
"ENSG00000107938.13","ENSG00000224023.6","coding_mRNA",125719490,125719717,0.227,-0.227,"ENSG00000224023.6-ENSG00000107938.13"
"ENSG00000107949.12","ENSG00000224023.6","coding_mRNA",125719490,125823549.5,104.0595,-104.0595,"ENSG00000224023.6-ENSG00000107949.12"
"ENSG00000188690.8","ENSG00000224023.6","coding_mRNA",125719490,125823245,103.755,-103.755,"ENSG00000224023.6-ENSG00000188690.8"
"ENSG00000203780.6","ENSG00000224023.6","coding_mRNA",125719490,125896578,177.088,-177.088,"ENSG00000224023.6-ENSG00000203780.6"
"ENSG00000123562.12","ENSG00000224031.1","coding_mRNA",103629641,103686707.5,57.0665,-57.0665,"ENSG00000224031.1-ENSG00000123562.12"
"ENSG00000123570.3","ENSG00000224031.1","coding_mRNA",103629641,103832243,202.602,-202.602,"ENSG00000224031.1-ENSG00000123570.3"
"ENSG00000133142.13","ENSG00000224031.1","coding_mRNA",103586918.5,103585522.5,1.396,1.396,"ENSG00000224031.1-ENSG00000133142.13"
"ENSG00000166681.9","ENSG00000224031.1","coding_mRNA",103586918.5,103376537,210.3815,210.3815,"ENSG00000224031.1-ENSG00000166681.9"
"ENSG00000172465.9","ENSG00000224031.1","coding_mRNA",103629641,103629727.5,0.0865,-0.0865,"ENSG00000224031.1-ENSG00000172465.9"
"ENSG00000185222.7","ENSG00000224031.1","coding_mRNA",103586918.5,103356498.5,230.42,230.42,"ENSG00000224031.1-ENSG00000185222.7"
"ENSG00000196507.6","ENSG00000224031.1","coding_mRNA",103586918.5,103607947,21.0285,-21.0285,"ENSG00000224031.1-ENSG00000196507.6"
"ENSG00000082258.8","ENSG00000224043.3","coding_mRNA",134918668,134918838.5,0.1705,-0.1705,"ENSG00000224043.3-ENSG00000082258.8"
"ENSG00000115839.13","ENSG00000224043.3","coding_mRNA",134918668,135052289.5,133.6215,-133.6215,"ENSG00000224043.3-ENSG00000115839.13"
"ENSG00000152128.13","ENSG00000224043.3","coding_mRNA",134918668,134719157,199.511,199.511,"ENSG00000224043.3-ENSG00000152128.13"
"ENSG00000005469.7","ENSG00000224046.1","coding_mRNA",87152659,87345671.5,193.0125,-193.0125,"ENSG00000224046.1-ENSG00000005469.7"
"ENSG00000135164.14","ENSG00000224046.1","coding_mRNA",87152332.5,87152440,0.1075,-0.1075,"ENSG00000224046.1-ENSG00000135164.14"
"ENSG00000135185.7","ENSG00000224046.1","coding_mRNA",87152659,87219726.5,67.0675,-67.0675,"ENSG00000224046.1-ENSG00000135185.7"
"ENSG00000164659.10","ENSG00000224046.1","coding_mRNA",87152292,87059656,92.636,92.636,"ENSG00000224046.1-ENSG00000164659.10"
"ENSG00000003436.10","ENSG00000224063.1","coding_mRNA",187547651,187554448.5,6.7975,-6.7975,"ENSG00000224063.1-ENSG00000003436.10"
"ENSG00000064989.8","ENSG00000224063.1","coding_mRNA",187467881,187448286.5,19.5945,19.5945,"ENSG00000224063.1-ENSG00000064989.8"
"ENSG00000025800.9","ENSG00000224066.1","coding_mRNA",32206742,32108089,98.653,98.653,"ENSG00000224066.1-ENSG00000025800.9"
"ENSG00000084623.7","ENSG00000224066.1","coding_mRNA",32206742,32222404,15.662,-15.662,"ENSG00000224066.1-ENSG00000084623.7"
"ENSG00000084652.11","ENSG00000224066.1","coding_mRNA",32206742,32180089.5,26.6525,26.6525,"ENSG00000224066.1-ENSG00000084652.11"
"ENSG00000116478.7","ENSG00000224066.1","coding_mRNA",32206742,32292090,85.348,-85.348,"ENSG00000224066.1-ENSG00000116478.7"
"ENSG00000121774.13","ENSG00000224066.1","coding_mRNA",32206742,32013863.5,192.8785,192.8785,"ENSG00000224066.1-ENSG00000121774.13"
"ENSG00000121775.13","ENSG00000224066.1","coding_mRNA",32206742,32072965.5,133.7765,133.7765,"ENSG00000224066.1-ENSG00000121775.13"
"ENSG00000160050.10","ENSG00000224066.1","coding_mRNA",32206742,32200630.5,6.1115,6.1115,"ENSG00000224066.1-ENSG00000160050.10"
"ENSG00000160051.7","ENSG00000224066.1","coding_mRNA",32206742,32205658.5,1.0835,1.0835,"ENSG00000224066.1-ENSG00000160051.7"
"ENSG00000160055.15","ENSG00000224066.1","coding_mRNA",32206742,32222345.5,15.6035,-15.6035,"ENSG00000224066.1-ENSG00000160055.15"
"ENSG00000160058.14","ENSG00000224066.1","coding_mRNA",32206742,32394434.5,187.6925,-187.6925,"ENSG00000224066.1-ENSG00000160058.14"
"ENSG00000162526.6","ENSG00000224066.1","coding_mRNA",32206742,32351606,144.864,-144.864,"ENSG00000224066.1-ENSG00000162526.6"
"ENSG00000175130.6","ENSG00000224066.1","coding_mRNA",32206742,32336233,129.491,-129.491,"ENSG00000224066.1-ENSG00000175130.6"
"ENSG00000183615.5","ENSG00000224066.1","coding_mRNA",32206742,32240504.5,33.7625,-33.7625,"ENSG00000224066.1-ENSG00000183615.5"
"ENSG00000128739.16","ENSG00000224078.8","coding_mRNA",25039898,24954979,84.919,84.919,"ENSG00000224078.8-ENSG00000128739.16"
"ENSG00000214265.7","ENSG00000224078.8","coding_mRNA",25039898,24954979,84.919,84.919,"ENSG00000224078.8-ENSG00000214265.7"
