primiRID,primiRname,miRname,locus,strand,Stars,nameStars,Pt134_0h,Pt151_0h,Pt157_0h,Pt2279_0h,Pt134_4h,Pt151_4h,Pt157_4h,Pt2279_4h,Pt134_8h,Pt151_8h,Pt157_8h,Pt2279_8h,Pt134_24h,Pt151_24h,Pt157_24h,Pt2279_24h,Hour0_meanrpm,Hour0_serpm,Hour4_meanrpm,Hour4_serpm,Hour8_meanrpm,Hour8_serpm,Hour24_meanrpm,Hour24_serpm,rpm_max_treatment,padj_LRT,LogFC_0_4,preadj_0_4,LogFC_4_8,preadj_4_8,LogFC_8_24,preadj_8_24,LogFC_0_8,preadj_0_8,LogFC_0_24,preadj_0_24,LogFC_4_24,preadj_4_24,DE_LRT,DE_pairs,DE_consensus
MI0008331,hsa-mir-1910,hsa-miR-1910-3p,chr16:85741631-85741650,-,<10% RPMM,hsa-miR-1910-3p**,0.318613851,0.447511639,0,0,0.293318096,0.333016884,0,0.191324066,0.368187699,0.43351768,0,0,0.26945702,0.144634933,0,0,0.191531373,0.113667786,0.204414762,0.074385858,0.200426345,0.116482074,0.103522988,0.064973272,0.204414762,NA,0.243002613,NA,-0.212005004,1,-0.617934782,1,0.030997609,NA,-0.586937173,NA,-0.829939786,NA,NA,NA,Stable
MI0008332,hsa-mir-1911,hsa-miR-1911-5p,chrX:114763195-114763217,+,Single miR only,hsa-miR-1911-5p,0,0,0,0.185080169,0,0,0,0,0,0,0,0,0,0,0,0,0.046270042,0.046270042,0,0,0,0,0,0,0.046270042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0008334,hsa-mir-1913,hsa-miR-1913,chr6:166509364-166509385,-,Single miR only,hsa-miR-1913,0,0.11187791,0.867420426,0.370160339,0.439977145,0.166508442,0.326853036,0,0.368187699,0.144505893,0.339996991,0.166993445,0.13472851,0.4339048,0.21762492,0.484357317,0.337364669,0.192936488,0.233334656,0.095898214,0.254921007,0.057727824,0.317653887,0.084049488,0.337364669,NA,-0.280175118,1,0.033279667,1,0.408717079,1,-0.24689545,NA,0.161821628,1,0.441996746,NA,NA,NA,Stable
MI0008335,hsa-mir-1914,hsa-miR-1914-5p,chr20:63941511-63941532,-,Single miR only,hsa-miR-1914-5p,0,0.33563373,0.144570071,0.185080169,0.586636193,0.83254221,0.653706072,1.339268461,0,0.722529466,0.509995487,0.33398689,0.40418553,0.867809601,0.43524984,0.968714634,0.166320992,0.069013576,0.853038234,0.170182079,0.391627961,0.152807512,0.668989901,0.145522037,0.853038234,NA,2.412947787,0.385129372,-1.234573934,1,0.834990678,1,1.178373853,1,2.013364531,0.784748286,-0.399583256,1,NA,NA,Stable
MI0008335,hsa-mir-1914,hsa-miR-1914-3p,chr20:63941474-63941495,-,NA,hsa-miR-1914-3p,0,0,0,0,0.146659048,0,0,0,0,0,0,0,0,0.4339048,0,0,0,0,0.036664762,0.036664762,0,0,0.1084762,0.1084762,0.1084762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0008336,hsa-mir-1915,hsa-miR-1915-3p,chr10:21496576-21496595,-,NA,hsa-miR-1915-3p,0,0,0.144570071,0,0.146659048,0,0,0,0,0,0,0,0,0.289269867,0,0,0.036142518,0.036142518,0.036664762,0.036664762,0,0,0.072317467,0.072317467,0.072317467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0008336,hsa-mir-1915,hsa-miR-1915-5p,chr10:21496609-21496630,-,Single miR only,hsa-miR-1915-5p,0.159306926,0,0,0.185080169,0.146659048,0,0.108951012,0.382648132,0,0.144505893,0,0,0.67364255,0.144634933,0.10881246,0,0.086096774,0.049985621,0.159564548,0.080599531,0.036126473,0.036126473,0.231772486,0.150465876,0.231772486,NA,0.938333355,NA,-1.410451289,1,2.026933558,1,-0.472117934,NA,1.554815623,NA,0.616482268,NA,NA,NA,Stable
MI0009986,hsa-mir-1976,hsa-miR-1976,chr1:26554574-26554593,+,Single miR only,hsa-miR-1976,0,0.11187791,0,0,0.146659048,0.083254221,0,0,0,0.144505893,0,0,0,0,0.10881246,0,0.027969477,0.027969477,0.057478317,0.03561965,0.036126473,0.036126473,0.027203115,0.027203115,0.057478317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0010629,hsa-mir-2110,hsa-miR-2110,chr10:114174151-114174172,-,Single miR only,hsa-miR-2110,9.717722465,9.397744429,7.662213764,14.43625321,9.972815279,5.661287029,9.587689059,19.89770285,11.41381867,14.45058932,11.2199007,15.86437728,10.10463824,7.665651474,8.487371879,18.40557805,10.30348347,1.449700272,11.27987355,3.033251638,13.23717149,1.146319835,11.16580991,2.465857988,13.23717149,0.970837113,0.086717157,1,0.297367326,1,-0.308783939,1,0.384084483,1,0.075300544,1,-0.011416613,1,NA,NA,Stable
MI0010633,hsa-mir-2114,hsa-miR-2114-5p,chrX:150228016-150228037,+,NA,hsa-miR-2114-5p,0.159306926,0.33563373,1.011990497,0,0.146659048,0.999050652,0.108951012,0,0.920469248,0,0.339996991,0.166993445,0.67364255,1.012444534,0,0.726535976,0.376732788,0.22256892,0.313665178,0.230567783,0.356864921,0.20027858,0.603155765,0.214379966,0.603155765,NA,-0.506835897,1,0.551023428,1,0.808720918,1,0.044187531,1,0.852908449,1,1.359744346,1,NA,NA,Stable
MI0010633,hsa-mir-2114,hsa-miR-2114-3p,chrX:150228052-150228072,+,Single miR only,hsa-miR-2114-3p,0.796534628,0.22375582,0.578280284,0.185080169,1.173272386,0.333016884,0.326853036,0,1.656844646,0,0.339996991,1.33594756,0.53891404,0.289269867,0.32643738,0,0.445912725,0.146584504,0.458285576,0.250698784,0.833197299,0.394611313,0.288655322,0.110822374,0.833197299,NA,-0.023338409,1,0.862760912,1,-1.34697515,1,0.839422503,1,-0.507552647,1,-0.484214238,1,NA,NA,Stable
MI0010634,hsa-mir-2115,hsa-miR-2115-3p,chr3:48316381-48316402,-,Single miR only,hsa-miR-2115-3p,0.159306926,0.22375582,0.289140142,0,0,0.582779547,0.653706072,1.721916593,0.368187699,0.722529466,0.169998496,0.500980335,0.53891404,0.4339048,0.21762492,0.242178659,0.168050722,0.061969888,0.739600553,0.358692588,0.440423999,0.116045465,0.358155605,0.077250177,0.739600553,NA,1.899602606,1,-0.667970511,1,-0.14693924,1,1.231632096,1,1.084692856,1,-0.81490975,1,NA,NA,Stable
MI0010635,hsa-mir-2116,hsa-miR-2116-3p,chr15:59171192-59171212,-,Single miR only,hsa-miR-2116-3p,3.66405929,7.831453691,6.071942983,16.84229541,5.719702881,10.73979451,8.498178938,26.97669328,5.706909337,19.50829558,6.289944334,11.35555426,4.984954867,8.388826141,8.269746959,14.53071952,8.602437843,2.876349773,12.9835924,4.776021062,10.71517588,3.193671431,9.043561871,1.99183036,12.9835924,0.905548055,0.60954994,0.98386007,-0.189664325,1,-0.21391923,1,0.419885615,1,0.205966385,1,-0.403583555,1,NA,NA,Stable
MI0010635,hsa-mir-2116,hsa-miR-2116-5p,chr15:59171229-59171249,-,<10% RPMM,hsa-miR-2116-5p**,0.477920777,0.33563373,0.867420426,0.925400847,0.293318096,1.581830199,0.653706072,0.956620329,0.920469248,1.300553039,1.019990973,1.836927895,0.26945702,0,0.32643738,1.210893293,0.651593945,0.144782744,0.871368674,0.272877094,1.269485289,0.205551276,0.451696923,0.262886315,1.269485289,NA,0.516274635,1,0.451231421,1,-1.712830498,0.706042659,0.967506055,1,-0.745324443,1,-1.261599077,1,NA,NA,Stable
MI0010637,hsa-mir-548q,hsa-miR-548q,chr10:12725325-12725346,-,Single miR only,hsa-miR-548q,0,0,0,0,0,0,0.108951012,0,0,0.144505893,0,0,0,0,0,0,0,0,0.027237753,0.027237753,0.036126473,0.036126473,0,0,0.036126473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0011282,hsa-mir-2276,hsa-miR-2276-5p,chr13:24162431-24162452,+,NA,hsa-miR-2276-5p,0,0,0,0,0,0,0,0,0,0,0,0,0.13472851,0,0,0,0,0,0,0,0,0,0.033682127,0.033682127,0.033682127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0011282,hsa-mir-2276,hsa-miR-2276-3p,chr13:24162469-24162490,+,Single miR only,hsa-miR-2276-3p,0,0,0.144570071,0,0,0,0,0,0,0,0,0.33398689,0,0,0,0.726535976,0.036142518,0.036142518,0,0,0.083496723,0.083496723,0.181633994,0.181633994,0.181633994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0011284,hsa-mir-2277,hsa-miR-2277-3p,chr5:93620710-93620730,-,<20% RPMM,hsa-miR-2277-3p*,1.11514848,0.783145369,1.011990497,0.925400847,0.146659048,1.165559094,1.416363156,1.147944395,0.18409385,1.011541252,1.869983451,0.500980335,1.077828079,0.4339048,1.41456198,0.726535976,0.958921298,0.07026383,0.969131423,0.280926286,0.891649722,0.367963851,0.913207709,0.212727052,0.969131423,NA,-0.061185666,1,-0.231131936,1,0.204230809,1,-0.292317602,1,-0.088086793,1,-0.026901127,1,NA,NA,Stable
MI0011284,hsa-mir-2277,hsa-miR-2277-5p,chr5:93620748-93620771,-,Single miR only,hsa-miR-2277-5p,5.575742398,7.943331601,7.08393348,11.4749705,5.279725736,6.743591902,5.774403638,8.418258897,5.522815487,8.236835911,7.139936812,5.510783685,4.311312318,5.496127472,6.855184979,6.78100244,8.019494494,1.251442964,6.553995043,0.691794268,6.602592974,0.665673551,5.860906802,0.603425783,8.019494494,0.970837113,-0.248275121,1,-0.010645909,1,-0.147192355,1,-0.25892103,1,-0.406113385,1,-0.157838264,1,NA,NA,Stable
MI0011285,hsa-mir-2278,hsa-miR-2278,chr9:94809977-94809998,+,Single miR only,hsa-miR-2278,0.477920777,0.11187791,0.578280284,0.370160339,0.733295241,0.333016884,0.54475506,0.382648132,0.368187699,0.289011786,0.339996991,0.834967225,0.13472851,0.289269867,0.10881246,0,0.384559827,0.100335544,0.498428829,0.090404016,0.458040925,0.126705781,0.133202709,0.059649764,0.498428829,NA,0.465783612,1,-0.162831016,1,-1.597867031,1,0.302952596,1,-1.294914435,1,-1.760698048,1,NA,NA,Stable
MI0012062,hsa-mir-2681,hsa-miR-2681-5p,chr13:101967704-101967725,-,Single miR only,hsa-miR-2681-5p,0,0,0,0,0,0,0.217902024,0,0,0,0,0,0,0,0,0,0,0,0.054475506,0.054475506,0,0,0,0,0.054475506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0012063,hsa-mir-2682,hsa-miR-2682-3p,chr1:98045271-98045292,-,<10% RPMM,hsa-miR-2682-3p**,4.460593919,4.251360575,2.602261278,0.925400847,2.49320382,3.246914619,1.416363156,0.573972198,2.209126195,2.023082504,1.869983451,0.33398689,4.984954867,2.314158936,0.65287476,0.968714634,3.059904155,0.823966099,1.932613448,0.588364226,1.60904476,0.430637759,2.230175799,0.986366384,3.059904155,0.845732556,-0.643333009,1,-0.299117389,1,0.370475372,1,-0.942450399,0.879756494,-0.571975027,1,0.071357983,1,NA,NA,Stable
MI0012063,hsa-mir-2682,hsa-miR-2682-5p,chr1:98045307-98045329,-,Single miR only,hsa-miR-2682-5p,51.77475084,46.76496633,15.75813774,29.61282709,44.14437351,44.20799136,18.95747609,18.74975845,50.07352708,35.9819674,16.31985557,21.20816752,55.37341758,36.44800324,14.79849456,22.28043659,35.9776705,8.24244217,31.51489985,7.310129407,30.89587939,7.637422635,32.22508799,8.9268342,35.9776705,0.978328934,-0.137218668,1,-0.101090353,1,0.059295502,1,-0.238309021,1,-0.179013519,1,-0.041794851,1,NA,NA,Stable
MI0012489,hsa-mir-718,hsa-miR-718,chrX:154019928-154019948,-,Single miR only,hsa-miR-718,0,0,0,0,0,0,0.108951012,0,0,0,0,0,0,0,0,0,0,0,0.027237753,0.027237753,0,0,0,0,0.027237753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0014127,hsa-mir-3115,hsa-miR-3115,chr1:23044310-23044329,+,Single miR only,hsa-miR-3115,0,0.11187791,0,0,0,0,0,0,0.18409385,0,0,0.166993445,0.26945702,0,0,0,0.027969477,0.027969477,0,0,0.087771824,0.050795164,0.067364255,0.067364255,0.087771824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0014128,hsa-mir-3116-1,hsa-miR-3116,chr1:62078830-62078851,+,Single miR only,hsa-miR-3116,0.159306926,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10881246,0.242178659,0.039826731,0.039826731,0,0,0,0,0.08774778,0.057512291,0.08774778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0014129,hsa-mir-3116-2,hsa-miR-3116,chr1:62078794-62078815,-,Single miR only,hsa-miR-3116,0,0,0,0,0,0,0,0,0.18409385,0,0,0,0.13472851,0.144634933,0,0,0,0,0,0,0.046023462,0.046023462,0.069840861,0.040373312,0.069840861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0014130,hsa-mir-3117,hsa-miR-3117-3p,chr1:66628485-66628505,+,Single miR only,hsa-miR-3117-3p,8.761880911,16.55793066,2.746831349,5.55240508,5.866361929,12.82115004,4.249089469,4.017805383,7.731941682,8.525847697,4.92995637,5.00980335,8.083710596,7.954921341,3.15556134,2.663965244,8.404762,2.98258574,6.738601704,2.068787894,6.549387275,0.926359624,5.46453963,1.478643952,8.404762,0.970837113,-0.218127384,1,0.011894646,1,-0.307798602,1,-0.206232738,1,-0.51403134,1,-0.295903956,1,NA,NA,Stable
MI0014136,hsa-mir-3120,hsa-miR-3120-3p,chr1:172138858-172138878,+,<20% RPMM,hsa-miR-3120-3p*,84.59197753,126.7576719,101.9219001,104.2001353,87.40879274,108.2304873,84.54598533,62.37164547,95.54470793,75.43207623,68.67939219,102.8679621,122.4682155,96.32686569,82.26221975,69.74745367,104.3679212,8.652552877,85.63922771,9.381151018,85.63103462,8.097167826,92.70118866,11.31027352,104.3679212,0.978328934,-0.265526697,1,-0.025194464,1,0.119196709,1,-0.29072116,1,-0.171524451,1,0.094002246,1,NA,NA,Stable
MI0014136,hsa-mir-3120,hsa-miR-3120-5p,chr1:172138820-172138840,+,Single miR only,hsa-miR-3120-5p,1042.663828,707.515902,640.0117044,868.0259941,749.8677135,618.4123537,605.0049698,1015.93079,827.1336661,946.9471179,811.9128146,758.1502403,764.8537509,650.8572006,609.8938382,960.48056,814.5543573,89.82182148,747.3039567,95.31919851,836.0359597,39.82110753,746.5213374,78.49274218,836.0359597,0.992535394,-0.096188518,1,0.150002869,1,-0.169896184,1,0.053814351,1,-0.116081833,1,-0.019893315,1,NA,NA,Stable
MI0014137,hsa-mir-3121,hsa-miR-3121-3p,chr1:180438323-180438344,-,Single miR only,hsa-miR-3121-3p,0,0,0,0.740320677,0,0.083254221,0,0,0,0.144505893,0.169998496,0,0,0,0,0,0.185080169,0.185080169,0.020813555,0.020813555,0.078626097,0.045692075,0,0,0.185080169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0014138,hsa-mir-3122,hsa-miR-3122,chr1:212077622-212077643,+,Single miR only,hsa-miR-3122,0,0,0.144570071,0,0,0,0,0,0,0,0,0,0,0,0,0.726535976,0.036142518,0.036142518,0,0,0,0,0.181633994,0.181633994,0.181633994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0014140,hsa-mir-3124,hsa-miR-3124-3p,chr1:248826418-248826439,+,NA,hsa-miR-3124-3p,0,0,0.144570071,0.370160339,0.146659048,0,0.108951012,0,0,0,0,0,0,0,0,0,0.128682602,0.087408206,0.063902515,0.037688497,0,0,0,0,0.128682602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0014140,hsa-mir-3124,hsa-miR-3124-5p,chr1:248826383-248826403,+,Single miR only,hsa-miR-3124-5p,0.159306926,0.447511639,0.144570071,0.185080169,0.733295241,0.083254221,0,0,0.552281549,0.144505893,0.169998496,0,0,0.289269867,0.32643738,0,0.234117201,0.071622321,0.204137366,0.177474158,0.216696484,0.117957226,0.153926812,0.08919294,0.234117201,NA,-0.882779583,NA,0.270327333,1,0.180229452,1,-0.612452251,NA,-0.432222798,1,0.450556785,NA,NA,NA,Stable
MI0014141,hsa-mir-548s,hsa-miR-548s,chr2:11767495-11767517,+,Single miR only,hsa-miR-548s,0.796534628,0.33563373,0.578280284,0.185080169,0.733295241,0.915796431,0.653706072,0.956620329,0.920469248,0.722529466,1.189989469,0.500980335,0.13472851,0.578539734,0.87049968,0.484357317,0.473882203,0.134636177,0.814854518,0.072403702,0.833492129,0.146495784,0.51703131,0.151642726,0.833492129,NA,0.848991862,1,-0.058510657,1,-0.647491958,1,0.790481205,1,0.142989246,1,-0.706002615,1,NA,NA,Stable
MI0014142,hsa-mir-3125,hsa-miR-3125,chr2:12737376-12737395,+,Single miR only,hsa-miR-3125,1.11514848,0.22375582,0.433710213,0.370160339,1.173272386,0.249762663,0.326853036,2.869860988,1.104563097,0,1.019990973,0.500980335,0.943099569,0,1.30574952,0.484357317,0.535693713,0.198089838,1.154937268,0.608712035,0.656383601,0.256265616,0.683301602,0.283051277,1.154937268,NA,1.022985987,1,-1.015062011,1,0.164421449,1,0.007923976,1,0.172345425,1,-0.850640562,1,NA,NA,Stable
MI0014143,hsa-mir-3126,hsa-miR-3126-3p,chr2:69103727-69103748,+,<10% RPMM,hsa-miR-3126-3p**,0.318613851,0.33563373,0.289140142,0,0.439977145,0.499525326,0.108951012,0.191324066,0.920469248,0.43351768,0.509995487,0,0,0.144634933,0.21762492,0,0.235846931,0.079200016,0.309944387,0.094568568,0.465995603,0.188566744,0.090564963,0.05436897,0.465995603,NA,0.457943056,1,0.387503915,1,-1.864314584,1,0.845446971,NA,-1.018867613,1,-1.476810669,NA,NA,NA,Stable
MI0014143,hsa-mir-3126,hsa-miR-3126-5p,chr2:69103691-69103712,+,Single miR only,hsa-miR-3126-5p,2.230296959,2.573191927,2.746831349,2.406042201,2.933180964,1.581830199,3.268530361,2.487212856,3.497783142,4.479682688,4.759957874,2.838888565,1.347285099,2.169524002,2.28506166,1.69525061,2.489090609,0.110820618,2.567688595,0.365508433,3.894078067,0.443767503,1.874280343,0.217118581,3.894078067,0.456224907,0.045756649,1,0.576777563,1,-1.022768712,0.302903331,0.622534212,1,-0.4002345,1,-0.445991149,1,NA,NA,Stable
MI0014144,hsa-mir-3127,hsa-miR-3127-3p,chr2:96798324-96798345,+,>20% RPMM,hsa-miR-3127-3p,0.955841554,0.11187791,0,0.370160339,0.146659048,0.083254221,0.435804048,0.191324066,0.368187699,0.43351768,0.169998496,0.66797378,0.40418553,0,1.0881246,0.484357317,0.359469951,0.21336468,0.214260346,0.077103948,0.409919414,0.102653348,0.494166862,0.224569876,0.494166862,NA,-0.61797802,1,1.099537463,1,-0.064753699,1,0.481559443,1,0.416805744,1,1.034783764,1,NA,NA,Stable
MI0014144,hsa-mir-3127,hsa-miR-3127-5p,chr2:96798288-96798310,+,Single miR only,hsa-miR-3127-5p,0.318613851,0.559389549,1.156560568,1.480641355,0.439977145,0.499525326,1.416363156,1.147944395,0.736375398,1.878576611,0.849992478,0.33398689,0.67364255,0.867809601,0.43524984,0.484357317,0.878801331,0.266957473,0.875952506,0.241142281,0.949732844,0.328806347,0.615264827,0.098627664,0.949732844,NA,0.051667873,1,0.121306987,1,-0.548195073,1,0.17297486,1,-0.375220213,1,-0.426888086,1,NA,NA,Stable
MI0014145,hsa-mir-3128,hsa-miR-3128,chr2:177255984-177256006,-,Single miR only,hsa-miR-3128,0.159306926,0.33563373,0.144570071,0.740320677,0,0,0.108951012,0,0,0.144505893,0.679993982,0.166993445,0,0,0,0,0.344957851,0.138750445,0.027237753,0.027237753,0.24787333,0.148715564,0,0,0.344957851,NA,-3.128200701,NA,2.257743494,1,-2.707728382,1,-0.870457207,NA,-3.57818559,NA,-0.449984889,NA,NA,NA,Stable
MI0014146,hsa-mir-3129,hsa-miR-3129-5p,chr2:189133082-189133103,-,<20% RPMM,hsa-miR-3129-5p*,1.593069257,1.678168648,0.578280284,1.480641355,2.199885723,1.082304873,1.961118217,0.765296263,1.288656947,1.589564825,0.509995487,0.66797378,1.077828079,1.590984268,0.65287476,0.968714634,1.332539886,0.254652768,1.502151269,0.34359743,1.01404776,0.255027121,1.072600435,0.194874111,1.502151269,0.989342575,0.28193993,1,-0.703786066,1,0.117439722,1,-0.421846136,1,-0.304406414,1,-0.586346344,1,NA,NA,Stable
MI0014146,hsa-mir-3129,hsa-miR-3129-3p,chr2:189133044-189133065,-,Single miR only,hsa-miR-3129-3p,7.168811655,9.957133979,5.782802841,7.218126604,7.479611459,10.98955717,6.42810971,10.33149956,6.259190885,17.77422486,8.669923271,7.848691915,5.928054437,7.08711174,6.746372519,8.234074392,7.53171877,0.874232401,8.807194475,1.099573171,10.13800773,2.594116276,6.998903272,0.478183842,10.13800773,0.917019776,0.244526232,1,0.126835274,1,-0.442246256,1,0.371361507,1,-0.070884749,1,-0.315410981,1,NA,NA,Stable
MI0014147,hsa-mir-3130-1,hsa-miR-3130-5p,chr2:206783276-206783296,-,>20% RPMM,hsa-miR-3130-5p,0.637227703,0.671267459,0.144570071,0.740320677,0.439977145,0.582779547,0.762657084,0.956620329,0.18409385,0.43351768,0.849992478,0.834967225,0.26945702,0.867809601,0.5440623,0.968714634,0.548346478,0.136289801,0.685508526,0.111912321,0.575642808,0.162282427,0.662510889,0.159276936,0.685508526,NA,0.318366158,1,-0.321625055,1,0.217022618,1,-0.003258897,1,0.21376372,1,-0.104602438,1,NA,NA,Stable
MI0014147,hsa-mir-3130-1,hsa-miR-3130-3p,chr2:206783245-206783265,-,Single miR only,hsa-miR-3130-3p,1.274455405,0.783145369,0.144570071,0.740320677,0.293318096,0.499525326,0.871608096,0.765296263,0.368187699,1.300553039,0.509995487,0.500980335,0.943099569,1.301714401,0.87049968,1.937429269,0.735622881,0.231294252,0.607436946,0.13071009,0.66992914,0.212692437,1.26318573,0.24371197,1.26318573,NA,-0.186363815,1,0.042408328,1,0.907558191,1,-0.143955486,1,0.763602705,1,0.949966519,1,NA,NA,Stable
MI0014148,hsa-mir-3130-2,hsa-miR-3130-3p,chr2:206783277-206783297,+,>20% RPMM,hsa-miR-3130-3p,0.637227703,0.671267459,0.144570071,0.740320677,0.439977145,0.582779547,0.762657084,0.956620329,0.18409385,0.43351768,0.849992478,0.834967225,0.26945702,0.867809601,0.5440623,0.968714634,0.548346478,0.136289801,0.685508526,0.111912321,0.575642808,0.162282427,0.662510889,0.159276936,0.685508526,NA,0.318366158,1,-0.321625055,1,0.217022618,1,-0.003258897,1,0.21376372,1,-0.104602438,1,NA,NA,Stable
MI0014148,hsa-mir-3130-2,hsa-miR-3130-5p,chr2:206783246-206783266,+,Single miR only,hsa-miR-3130-5p,1.274455405,0.783145369,0.144570071,0.740320677,0.293318096,0.499525326,0.871608096,0.765296263,0.368187699,1.300553039,0.509995487,0.500980335,0.943099569,1.301714401,0.87049968,1.937429269,0.735622881,0.231294252,0.607436946,0.13071009,0.66992914,0.212692437,1.26318573,0.24371197,1.26318573,NA,-0.186363815,1,0.042408328,1,0.907558191,1,-0.143955486,1,0.763602705,1,0.949966519,1,NA,NA,Stable
MI0014151,hsa-mir-3131,hsa-miR-3131,chr2:219058725-219058747,-,Single miR only,hsa-miR-3131,0,0,0.144570071,0.185080169,0,0.166508442,0,0,0.18409385,0,0,0,0.53891404,0,0,0,0.08241256,0.048294111,0.041627111,0.041627111,0.046023462,0.046023462,0.13472851,0.13472851,0.13472851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0014153,hsa-mir-3133,hsa-miR-3133,chr2:241477914-241477935,+,Single miR only,hsa-miR-3133,0,0,0,0,0,0,0,0,0.368187699,0,0,0.33398689,0,0,0,0,0,0,0,0,0.175543647,0.101590328,0,0,0.175543647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0014156,hsa-mir-3135a,hsa-miR-3135a,chr3:20137574-20137595,+,Single miR only,hsa-miR-3135a,0,0.11187791,0,0,0.293318096,0.166508442,0,0,0,0,0,0,0,0,0,0.726535976,0.027969477,0.027969477,0.114956635,0.071239301,0,0,0.181633994,0.181633994,0.181633994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0014158,hsa-mir-3136,hsa-miR-3136-3p,chr3:69048966-69048987,-,NA,hsa-miR-3136-3p,0,0,0,0,0,0,0,0,0.18409385,0,0,0,0,0,0,0,0,0,0,0,0.046023462,0.046023462,0,0,0.046023462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0014158,hsa-mir-3136,hsa-miR-3136-5p,chr3:69049004-69049026,-,Single miR only,hsa-miR-3136-5p,0.159306926,0.671267459,0.433710213,0,0.146659048,0.166508442,0.653706072,0,0,0.144505893,0.339996991,0.500980335,0,0.289269867,0.32643738,0,0.316071149,0.148458569,0.241718391,0.142259869,0.246370805,0.109797886,0.153926812,0.08919294,0.316071149,NA,-0.443536636,NA,0.297348821,1,-0.940274222,1,-0.146187815,NA,-1.086462037,1,-0.642925401,NA,NA,NA,Stable
MI0014159,hsa-mir-544b,hsa-miR-544b,chr3:124732486-124732507,+,Single miR only,hsa-miR-544b,0.318613851,0.11187791,0,0,0,0.416271105,0,0,0,0.144505893,0,0,0,0.867809601,0,0,0.10762294,0.075111397,0.104067776,0.104067776,0.036126473,0.036126473,0.2169524,0.2169524,0.2169524,NA,-1.043824153,NA,-0.239366472,1,0.735610444,1,-1.283190625,NA,-0.547580182,NA,0.496243971,NA,NA,NA,Stable
MI0014161,hsa-mir-3138,hsa-miR-3138,chr4:10078622-10078645,-,Single miR only,hsa-miR-3138,1.593069257,0.33563373,0.433710213,0.925400847,1.173272386,0.666033768,0.762657084,1.913240659,1.656844646,0.578023573,0.679993982,0,0.13472851,0.723174667,0.76168722,1.937429269,0.821953511,0.28759935,1.128800974,0.283657387,0.72871555,0.343697037,0.889254916,0.377694292,1.128800974,NA,0.563489024,1,-0.624730727,1,0.330902979,1,-0.061241703,1,0.269661277,1,-0.293827748,1,NA,NA,Stable
MI0014162,hsa-mir-3139,hsa-miR-3139,chr4:143343469-143343491,+,Single miR only,hsa-miR-3139,0.159306926,0,0,0,0.146659048,0,0,0,0,0,0,0,0,0,0.10881246,0,0.039826731,0.039826731,0.036664762,0.036664762,0,0,0.027203115,0.027203115,0.039826731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable
MI0014163,hsa-mir-3140,hsa-miR-3140-3p,chr4:152489336-152489357,-,Single miR only,hsa-miR-3140-3p,0,0.447511639,0,0.555240508,0.733295241,0,0.108951012,0,0.368187699,0.43351768,0.339996991,0,1.077828079,0.4339048,0,1.210893293,0.250688037,0.146395788,0.210561563,0.176126741,0.285425592,0.097136776,0.680656543,0.283295487,0.680656543,NA,-0.469790926,1,0.933122846,1,0.636836258,1,0.463331921,1,1.100168178,1,1.569959104,NA,NA,NA,Stable
