"geneID","AnchorGene","CAT_geneClassII","pairs","mid.x","mid.y","AbsDistLnc_PCG","DistLnc_PCG"
"ENSG00000115419.8","ENSG00000235852.1","coding_mRNA","ENSG00000235852.1-ENSG00000115419.8",190881996,190880819.5,1.1765,1.1765
"ENSG00000138386.12","ENSG00000235852.1","coding_mRNA","ENSG00000235852.1-ENSG00000138386.12",190881996,190649102.5,232.8935,232.8935
"ENSG00000189362.7","ENSG00000235852.1","coding_mRNA","ENSG00000235852.1-ENSG00000189362.7",190881996,190760499.5,121.4965,121.4965
"ENSG00000065600.8","ENSG00000235862.2","coding_mRNA","ENSG00000235862.2-ENSG00000065600.8",212638511.5,212414869.5,223.642,223.642
"ENSG00000117691.5","ENSG00000235862.2","coding_mRNA","ENSG00000235862.2-ENSG00000117691.5",212638511.5,212432920.5,205.591,205.591
"ENSG00000117697.10","ENSG00000235862.2","coding_mRNA","ENSG00000235862.2-ENSG00000117697.10",212638511.5,212791781,153.2695,-153.2695
"ENSG00000123685.4","ENSG00000235862.2","coding_mRNA","ENSG00000235862.2-ENSG00000123685.4",212638511.5,212699769,61.2575,-61.2575
"ENSG00000162769.8","ENSG00000235862.2","coding_mRNA","ENSG00000235862.2-ENSG00000162769.8",212638511.5,212858280.5,219.769,-219.769
"ENSG00000162771.6","ENSG00000235862.2","coding_mRNA","ENSG00000235862.2-ENSG00000162771.6",212638511.5,212636784.5,1.727,1.727
"ENSG00000162772.12","ENSG00000235862.2","coding_mRNA","ENSG00000235862.2-ENSG00000162772.12",212638511.5,212608760,29.7515,29.7515
"ENSG00000203705.6","ENSG00000235862.2","coding_mRNA","ENSG00000235862.2-ENSG00000203705.6",212638511.5,212791894,153.3825,-153.3825
"ENSG00000157557.7","ENSG00000235888.1","coding_mRNA","ENSG00000235888.1-ENSG00000157557.7",39006863.5,38805930.5,200.933,200.933
"ENSG00000183527.7","ENSG00000235888.1","coding_mRNA","ENSG00000235888.1-ENSG00000183527.7",39006863.5,39183431,176.5675,-176.5675
"ENSG00000072274.8","ENSG00000235897.1","coding_mRNA","ENSG00000235897.1-ENSG00000072274.8",196323913,196082091.5,241.8215,241.8215
"ENSG00000145107.11","ENSG00000235897.1","coding_mRNA","ENSG00000235897.1-ENSG00000145107.11",196323913,196338387,14.474,-14.474
"ENSG00000161217.7","ENSG00000235897.1","coding_mRNA","ENSG00000235897.1-ENSG00000161217.7",196323913,196287704,36.209,36.209
"ENSG00000163958.9","ENSG00000235897.1","coding_mRNA","ENSG00000235897.1-ENSG00000163958.9",196323913,196207511.5,116.4015,116.4015
"ENSG00000163959.5","ENSG00000235897.1","coding_mRNA","ENSG00000235897.1-ENSG00000163959.5",196323913,196228065.5,95.8475,95.8475
"ENSG00000163960.7","ENSG00000235897.1","coding_mRNA","ENSG00000235897.1-ENSG00000163960.7",196323913,196432435.5,108.5225,-108.5225
"ENSG00000163961.4","ENSG00000235897.1","coding_mRNA","ENSG00000235897.1-ENSG00000163961.4",196323913,196503693,179.78,-179.78
"ENSG00000174013.7","ENSG00000235897.1","coding_mRNA","ENSG00000235897.1-ENSG00000174013.7",196323913,196568660.5,244.7475,-244.7475
"ENSG00000185798.6","ENSG00000235897.1","coding_mRNA","ENSG00000235897.1-ENSG00000185798.6",196323913,196568525.5,244.6125,-244.6125
"ENSG00000213123.6","ENSG00000235897.1","coding_mRNA","ENSG00000235897.1-ENSG00000213123.6",196323913,196318275,5.638,5.638
"ENSG00000272741.1","ENSG00000235897.1","coding_mRNA","ENSG00000235897.1-ENSG00000272741.1",196323913,196318275,5.638,5.638
"ENSG00000273331.1","ENSG00000235897.1","coding_mRNA","ENSG00000235897.1-ENSG00000273331.1",196323913,196338387,14.474,-14.474
"ENSG00000123200.12","ENSG00000235903.3","coding_mRNA","ENSG00000235903.3-ENSG00000123200.12",46052819,46052738.5,0.0805,0.0805
"ENSG00000136167.9","ENSG00000235903.3","coding_mRNA","ENSG00000235903.3-ENSG00000136167.9",46052856,46182175,129.319,-129.319
"ENSG00000173988.8","ENSG00000235903.3","coding_mRNA","ENSG00000235903.3-ENSG00000173988.8",46052856,46211948.5,159.0925,-159.0925
"ENSG00000116539.6","ENSG00000235919.3","coding_mRNA","ENSG00000235919.3-ENSG00000116539.6",155563237,155562777.5,0.4595,0.4595
"ENSG00000132676.11","ENSG00000235919.3","coding_mRNA","ENSG00000235919.3-ENSG00000132676.11",155563237,155689086.5,125.8495,-125.8495
"ENSG00000160753.11","ENSG00000235919.3","coding_mRNA","ENSG00000235919.3-ENSG00000160753.11",155563237,155324507.5,238.7295,238.7295
"ENSG00000163374.15","ENSG00000235919.3","coding_mRNA","ENSG00000235919.3-ENSG00000163374.15",155563237,155688671.5,125.4345,-125.4345
"ENSG00000134107.4","ENSG00000235947.1","coding_mRNA","ENSG00000235947.1-ENSG00000134107.4",4831350,4979462,148.112,-148.112
"ENSG00000235978.2","ENSG00000235947.1","coding_mRNA","ENSG00000235947.1-ENSG00000235978.2",4831350,4831350,0,0
"ENSG00000169184.5","ENSG00000235954.2","coding_mRNA","ENSG00000235954.2-ENSG00000169184.5",27919465.5,27801742.5,117.723,117.723
"ENSG00000180957.13","ENSG00000235954.2","coding_mRNA","ENSG00000235954.2-ENSG00000180957.13",27919465.5,27919246.5,0.219,0.219
"ENSG00000133422.8","ENSG00000235989.3","coding_mRNA","ENSG00000235989.3-ENSG00000133422.8",30922423.5,30969048,46.6245,-46.6245
"ENSG00000138942.11","ENSG00000235989.3","coding_mRNA","ENSG00000235989.3-ENSG00000138942.11",30922423.5,31160213,237.7895,-237.7895
"ENSG00000183963.14","ENSG00000235989.3","coding_mRNA","ENSG00000235989.3-ENSG00000183963.14",30922423.5,31081318.5,158.895,-158.895
"ENSG00000184792.11","ENSG00000235989.3","coding_mRNA","ENSG00000235989.3-ENSG00000184792.11",30922336.5,30694877.5,227.459,227.459
"ENSG00000198832.6","ENSG00000235989.3","coding_mRNA","ENSG00000235989.3-ENSG00000198832.6",30922423.5,31107551.5,185.128,-185.128
"ENSG00000116183.6","ENSG00000236021.1","coding_mRNA","ENSG00000236021.1-ENSG00000116183.6",176207675,176207675,0,0
"ENSG00000143207.15","ENSG00000236021.1","coding_mRNA","ENSG00000236021.1-ENSG00000143207.15",176207675,176207261,0.414,0.414
"CATG00000030758.1","ENSG00000236088.5","coding_mRNA","ENSG00000236088.5-CATG00000030758.1",14069461.5,14309598,240.1365,-240.1365
"ENSG00000006695.6","ENSG00000236088.5","coding_mRNA","ENSG00000236088.5-ENSG00000006695.6",14069461.5,14069519,0.0575,-0.0575
"ENSG00000125430.4","ENSG00000236088.5","coding_mRNA","ENSG00000236088.5-ENSG00000125430.4",14069461.5,14301086,231.6245,-231.6245
"ENSG00000116830.7","ENSG00000236137.1","coding_mRNA","ENSG00000236137.1-ENSG00000116830.7",117060841.5,117060331,0.5105,0.5105
"ENSG00000134247.9","ENSG00000236137.1","coding_mRNA","ENSG00000236137.1-ENSG00000134247.9",117060841.5,116910087,150.7545,150.7545
"ENSG00000134256.8","ENSG00000236137.1","coding_mRNA","ENSG00000236137.1-ENSG00000134256.8",117060841.5,117001767,59.0745,59.0745
"ENSG00000004777.14","ENSG00000236144.2","coding_mRNA","ENSG00000236144.2-ENSG00000004777.14",35545492.5,35775560,230.0675,-230.0675
"ENSG00000012124.10","ENSG00000236144.2","coding_mRNA","ENSG00000236144.2-ENSG00000012124.10",35545492.5,35319357,226.1355,226.1355
"ENSG00000105672.10","ENSG00000236144.2","coding_mRNA","ENSG00000236144.2-ENSG00000105672.10",35545492.5,35643644,98.1515,-98.1515
"ENSG00000105677.7","ENSG00000236144.2","coding_mRNA","ENSG00000236144.2-ENSG00000105677.7",35545492.5,35545619,0.1265,-0.1265
"ENSG00000105695.10","ENSG00000236144.2","coding_mRNA","ENSG00000236144.2-ENSG00000105695.10",35545492.5,35309855,235.6375,235.6375
"ENSG00000126246.5","ENSG00000236144.2","coding_mRNA","ENSG00000236144.2-ENSG00000126246.5",35545492.5,35742445.5,196.953,-196.953
"ENSG00000126254.7","ENSG00000236144.2","coding_mRNA","ENSG00000236144.2-ENSG00000126254.7",35545492.5,35629050,83.5575,-83.5575
"ENSG00000126262.4","ENSG00000236144.2","coding_mRNA","ENSG00000236144.2-ENSG00000126262.4",35545492.5,35449538.5,95.954,95.954
"ENSG00000126267.4","ENSG00000236144.2","coding_mRNA","ENSG00000236144.2-ENSG00000126267.4",35545492.5,35648325,102.8325,-102.8325
"ENSG00000161265.10","ENSG00000236144.2","coding_mRNA","ENSG00000236144.2-ENSG00000161265.10",35545492.5,35745417.5,199.925,-199.925
"ENSG00000167595.10","ENSG00000236144.2","coding_mRNA","ENSG00000236144.2-ENSG00000167595.10",35545492.5,35758180,212.6875,-212.6875
"ENSG00000185897.6","ENSG00000236144.2","coding_mRNA","ENSG00000236144.2-ENSG00000185897.6",35545492.5,35358382.5,187.11,187.11
"ENSG00000188223.9","ENSG00000236144.2","coding_mRNA","ENSG00000236144.2-ENSG00000188223.9",35545492.5,35745636.5,200.144,-200.144
"ENSG00000189001.6","ENSG00000236144.2","coding_mRNA","ENSG00000236144.2-ENSG00000189001.6",35545492.5,35528309.5,17.183,17.183
"ENSG00000205155.3","ENSG00000236144.2","coding_mRNA","ENSG00000236144.2-ENSG00000205155.3",35545492.5,35745636.5,200.144,-200.144
"ENSG00000249115.4","ENSG00000236144.2","coding_mRNA","ENSG00000236144.2-ENSG00000249115.4",35545492.5,35612763.5,67.271,-67.271
"ENSG00000267120.3","ENSG00000236144.2","coding_mRNA","ENSG00000236144.2-ENSG00000267120.3",35545492.5,35745417.5,199.925,-199.925
"ENSG00000267796.3","ENSG00000236144.2","coding_mRNA","ENSG00000236144.2-ENSG00000267796.3",35545492.5,35748566.5,203.074,-203.074
"ENSG00000272333.1","ENSG00000236144.2","coding_mRNA","ENSG00000236144.2-ENSG00000272333.1",35545492.5,35717996.5,172.504,-172.504
"ENSG00000066135.8","ENSG00000236200.1","coding_mRNA","ENSG00000236200.1-ENSG00000066135.8",43707341.5,43650505,56.8365,56.8365
"ENSG00000117408.6","ENSG00000236200.1","coding_mRNA","ENSG00000236200.1-ENSG00000117408.6",43707341.5,43946949,239.6075,-239.6075
"ENSG00000126091.15","ENSG00000236200.1","coding_mRNA","ENSG00000236200.1-ENSG00000126091.15",43707341.5,43707532,0.1905,-0.1905
"ENSG00000142949.12","ENSG00000236200.1","coding_mRNA","ENSG00000236200.1-ENSG00000142949.12",43707341.5,43530879.5,176.462,176.462
"ENSG00000115350.7","ENSG00000236209.1","coding_mRNA","ENSG00000236209.1-ENSG00000115350.7",74958880.5,74958656,0.2245,0.2245
"ENSG00000159399.5","ENSG00000236209.1","coding_mRNA","ENSG00000236209.1-ENSG00000159399.5",74958880.5,74834126,124.7545,124.7545
"ENSG00000115841.15","ENSG00000236213.1","coding_mRNA","ENSG00000236213.1-ENSG00000115841.15",37771129.5,37925280,154.1505,-154.1505
"ENSG00000163171.6","ENSG00000236213.1","coding_mRNA","ENSG00000236213.1-ENSG00000163171.6",37626350,37671643,45.293,-45.293
"ENSG00000074800.9","ENSG00000236269.1","coding_mRNA","ENSG00000236269.1-ENSG00000074800.9",8878041.5,8878687.5,0.646,-0.646
"ENSG00000142583.13","ENSG00000236269.1","coding_mRNA","ENSG00000236269.1-ENSG00000142583.13",8878041.5,9069589,191.5475,-191.5475
"ENSG00000142599.13","ENSG00000236269.1","coding_mRNA","ENSG00000236269.1-ENSG00000142599.13",8878041.5,8817653.5,60.388,60.388
"ENSG00000078900.10","ENSG00000236423.1","coding_mRNA","ENSG00000236423.1-ENSG00000078900.10",3900405.5,3652519,247.8865,247.8865
"ENSG00000116198.8","ENSG00000236423.1","coding_mRNA","ENSG00000236423.1-ENSG00000116198.8",3900405.5,3857206.5,43.199,43.199
"ENSG00000130764.5","ENSG00000236423.1","coding_mRNA","ENSG00000236423.1-ENSG00000130764.5",3900405.5,3796498,103.9075,103.9075
"ENSG00000169598.11","ENSG00000236423.1","coding_mRNA","ENSG00000236423.1-ENSG00000169598.11",3900405.5,3857276.5,43.129,43.129
"ENSG00000198912.6","ENSG00000236423.1","coding_mRNA","ENSG00000236423.1-ENSG00000198912.6",3900405.5,3900261,0.1445,0.1445
"ENSG00000235169.3","ENSG00000236423.1","coding_mRNA","ENSG00000236423.1-ENSG00000235169.3",3900405.5,3772750.5,127.655,127.655
"ENSG00000115649.11","ENSG00000236445.2","coding_mRNA","ENSG00000236445.2-ENSG00000115649.11",218974202,219176941,202.739,-202.739
"ENSG00000115657.8","ENSG00000236445.2","coding_mRNA","ENSG00000236445.2-ENSG00000115657.8",218974202,219218430,244.228,-244.228
"ENSG00000135925.4","ENSG00000236445.2","coding_mRNA","ENSG00000236445.2-ENSG00000135925.4",218974202,218880873,93.329,93.329
"ENSG00000135929.4","ENSG00000236445.2","coding_mRNA","ENSG00000236445.2-ENSG00000135929.4",218974202,218782178.5,192.0235,192.0235
"ENSG00000144567.6","ENSG00000236445.2","coding_mRNA","ENSG00000236445.2-ENSG00000144567.6",218974202,219178237.5,204.0355,-204.0355
"ENSG00000158552.8","ENSG00000236445.2","coding_mRNA","ENSG00000236445.2-ENSG00000158552.8",218974202,219206792,232.59,-232.59
"ENSG00000187736.8","ENSG00000236445.2","coding_mRNA","ENSG00000236445.2-ENSG00000187736.8",218974202,219160802.5,186.6005,-186.6005
"ENSG00000213901.6","ENSG00000236445.2","coding_mRNA","ENSG00000236445.2-ENSG00000213901.6",218974202,219178140,203.938,-203.938
"CATG00000030442.1","ENSG00000236457.1","coding_mRNA","ENSG00000236457.1-CATG00000030442.1",2216017,2392922.5,176.9055,-176.9055
"CATG00000030444.1","ENSG00000236457.1","coding_mRNA","ENSG00000236457.1-CATG00000030444.1",2216017,2397087.5,181.0705,-181.0705
"ENSG00000070366.9","ENSG00000236457.1","coding_mRNA","ENSG00000236457.1-ENSG00000070366.9",2216017,2303529.5,87.5125,-87.5125
"ENSG00000070444.10","ENSG00000236457.1","coding_mRNA","ENSG00000236457.1-ENSG00000070444.10",2216017,2401055,185.038,-185.038
"ENSG00000108963.13","ENSG00000236457.1","coding_mRNA","ENSG00000236457.1-ENSG00000108963.13",2216017,2030147,185.87,185.87
"ENSG00000141258.8","ENSG00000236457.1","coding_mRNA","ENSG00000236457.1-ENSG00000141258.8",2216017,2337500,121.483,-121.483
"ENSG00000167720.8","ENSG00000236457.1","coding_mRNA","ENSG00000236457.1-ENSG00000167720.8",2216017,2303964,87.947,-87.947
"ENSG00000167721.6","ENSG00000236457.1","coding_mRNA","ENSG00000236457.1-ENSG00000167721.6",2216017,2336450,120.433,-120.433
"ENSG00000177374.8","ENSG00000236457.1","coding_mRNA","ENSG00000236457.1-ENSG00000177374.8",2216017,2055102.5,160.9145,160.9145
"ENSG00000262664.1","ENSG00000236457.1","coding_mRNA","ENSG00000236457.1-ENSG00000262664.1",2216017,2042029,173.988,173.988
"ENSG00000180530.5","ENSG00000236471.1","coding_mRNA","ENSG00000236471.1-ENSG00000180530.5",15065152,15064996,0.156,0.156
"ENSG00000075407.13","ENSG00000236514.1","coding_mRNA","ENSG00000236514.1-ENSG00000075407.13",37857749.5,38094362,236.6125,-236.6125
"ENSG00000175395.11","ENSG00000236514.1","coding_mRNA","ENSG00000236514.1-ENSG00000175395.11",37857749.5,37976626.5,118.877,-118.877
"ENSG00000189180.11","ENSG00000236514.1","coding_mRNA","ENSG00000236514.1-ENSG00000189180.11",37857749.5,38010493.5,152.744,-152.744
"ENSG00000198105.7","ENSG00000236514.1","coding_mRNA","ENSG00000236514.1-ENSG00000198105.7",37857749.5,37858089,0.3395,-0.3395
"ENSG00000117632.16","ENSG00000236528.1","coding_mRNA","ENSG00000236528.1-ENSG00000117632.16",25859579,25906419.5,46.8405,-46.8405
"ENSG00000117640.13","ENSG00000236528.1","coding_mRNA","ENSG00000236528.1-ENSG00000117640.13",25859549.5,25819971,39.5785,39.5785
"ENSG00000117643.10","ENSG00000236528.1","coding_mRNA","ENSG00000236528.1-ENSG00000117643.10",25859549.5,25616818.5,242.731,242.731
"ENSG00000158006.9","ENSG00000236528.1","coding_mRNA","ENSG00000236528.1-ENSG00000158006.9",25859579,25998071,138.492,-138.492
"ENSG00000162430.12","ENSG00000236528.1","coding_mRNA","ENSG00000236528.1-ENSG00000162430.12",25859549.5,25800205,59.3445,59.3445
"ENSG00000182749.5","ENSG00000236528.1","coding_mRNA","ENSG00000236528.1-ENSG00000182749.5",25859579,25875546.5,15.9675,-15.9675
"ENSG00000111907.16","ENSG00000236548.1","coding_mRNA","ENSG00000236548.1-ENSG00000111907.16",124963034,125153751,190.717,-190.717
"ENSG00000146373.12","ENSG00000236548.1","coding_mRNA","ENSG00000236548.1-ENSG00000146373.12",124962884.5,124962439.5,0.445,0.445
"CATG00000030411.1","ENSG00000236618.2","coding_mRNA","ENSG00000236618.2-CATG00000030411.1",1516923.5,1627344,110.4205,-110.4205
"ENSG00000074660.11","ENSG00000236618.2","coding_mRNA","ENSG00000236618.2-ENSG00000074660.11",1516923.5,1645728,128.8045,-128.8045
"ENSG00000108953.12","ENSG00000236618.2","coding_mRNA","ENSG00000236618.2-ENSG00000108953.12",1516923.5,1400199,116.7245,116.7245
"ENSG00000132376.15","ENSG00000236618.2","coding_mRNA","ENSG00000236618.2-ENSG00000132376.15",1516923.5,1516661.5,0.262,0.262
"ENSG00000132386.6","ENSG00000236618.2","coding_mRNA","ENSG00000236618.2-ENSG00000132386.6",1516923.5,1761993.5,245.07,-245.07
"ENSG00000167193.7","ENSG00000236618.2","coding_mRNA","ENSG00000236618.2-ENSG00000167193.7",1516923.5,1456231.5,60.692,60.692
"ENSG00000167703.10","ENSG00000236618.2","coding_mRNA","ENSG00000236618.2-ENSG00000167703.10",1516923.5,1628833.5,111.91,-111.91
"ENSG00000167705.7","ENSG00000236618.2","coding_mRNA","ENSG00000236618.2-ENSG00000167705.7",1516923.5,1648918.5,131.995,-131.995
"ENSG00000167716.14","ENSG00000236618.2","coding_mRNA","ENSG00000236618.2-ENSG00000167716.14",1516923.5,1724725,207.8015,-207.8015
"ENSG00000174231.12","ENSG00000236618.2","coding_mRNA","ENSG00000236618.2-ENSG00000174231.12",1516923.5,1684846.5,167.923,-167.923
"ENSG00000174238.10","ENSG00000236618.2","coding_mRNA","ENSG00000236618.2-ENSG00000174238.10",1516923.5,1562786,45.8625,-45.8625
"ENSG00000185561.8","ENSG00000236618.2","coding_mRNA","ENSG00000236618.2-ENSG00000185561.8",1516923.5,1710381,193.4575,-193.4575
"ENSG00000197879.10","ENSG00000236618.2","coding_mRNA","ENSG00000236618.2-ENSG00000197879.10",1516923.5,1491670,25.2535,25.2535
"ENSG00000142197.8","ENSG00000236677.1","coding_mRNA","ENSG00000236677.1-ENSG00000142197.8",36060605.5,36156796.5,96.191,-96.191
"ENSG00000159228.8","ENSG00000236677.1","coding_mRNA","ENSG00000236677.1-ENSG00000159228.8",36060605.5,36069992.5,9.387,-9.387
"ENSG00000159231.5","ENSG00000236677.1","coding_mRNA","ENSG00000236677.1-ENSG00000159231.5",36060605.5,36135082,74.4765,-74.4765
"ENSG00000185917.9","ENSG00000236677.1","coding_mRNA","ENSG00000236677.1-ENSG00000185917.9",36060605.5,36060500,0.1055,0.1055
"CATG00000049914.1","ENSG00000236682.1","coding_mRNA","ENSG00000236682.1-CATG00000049914.1",127388232.5,127416703,28.4705,-28.4705
"ENSG00000115718.13","ENSG00000236682.1","coding_mRNA","ENSG00000236682.1-ENSG00000115718.13",127388232.5,127423284.5,35.052,-35.052
"ENSG00000163161.8","ENSG00000236682.1","coding_mRNA","ENSG00000236682.1-ENSG00000163161.8",127388232.5,127294152.5,94.08,94.08
"ENSG00000163166.9","ENSG00000236682.1","coding_mRNA","ENSG00000236682.1-ENSG00000163166.9",127388232.5,127526480,138.2475,-138.2475
"ENSG00000169967.12","ENSG00000236682.1","coding_mRNA","ENSG00000236682.1-ENSG00000169967.12",127388232.5,127387955,0.2775,0.2775
"ENSG00000128567.12","ENSG00000236753.1","coding_mRNA","ENSG00000236753.1-ENSG00000128567.12",131328247.5,131556561,228.3135,-228.3135
"ENSG00000128585.13","ENSG00000236753.1","coding_mRNA","ENSG00000236753.1-ENSG00000128585.13",131327754,131327883.5,0.1295,-0.1295
"ENSG00000102786.10","ENSG00000236778.3","coding_mRNA","ENSG00000236778.3-ENSG00000102786.10",51453362.5,51453034.5,0.328,0.328
"ENSG00000139668.7","ENSG00000236778.3","coding_mRNA","ENSG00000236778.3-ENSG00000139668.7",51453362.5,51584453.5,131.091,-131.091
"ENSG00000150510.11","ENSG00000236778.3","coding_mRNA","ENSG00000236778.3-ENSG00000150510.11",51453362.5,51222398.5,230.964,230.964
"ENSG00000007968.6","ENSG00000236810.1","coding_mRNA","ENSG00000236810.1-ENSG00000007968.6",23778284.5,23531224,247.0605,247.0605
"ENSG00000011007.8","ENSG00000236810.1","coding_mRNA","ENSG00000236810.1-ENSG00000011007.8",23778284.5,23743481,34.8035,34.8035
"ENSG00000011009.6","ENSG00000236810.1","coding_mRNA","ENSG00000236810.1-ENSG00000011009.6",23778284.5,23791153.5,12.869,-12.869
"ENSG00000057757.5","ENSG00000236810.1","coding_mRNA","ENSG00000236810.1-ENSG00000057757.5",23778284.5,23778404,0.1195,-0.1195
"ENSG00000117305.10","ENSG00000236810.1","coding_mRNA","ENSG00000236810.1-ENSG00000117305.10",23778284.5,23825431.5,47.147,-47.147
"ENSG00000117308.10","ENSG00000236810.1","coding_mRNA","ENSG00000236810.1-ENSG00000117308.10",23778284.5,23800754.5,22.47,-22.47
"ENSG00000117318.8","ENSG00000236810.1","coding_mRNA","ENSG00000236810.1-ENSG00000117318.8",23778284.5,23559501,218.7835,218.7835
"ENSG00000142676.8","ENSG00000236810.1","coding_mRNA","ENSG00000236810.1-ENSG00000142676.8",23778284.5,23691801,86.4835,86.4835
"ENSG00000179163.11","ENSG00000236810.1","coding_mRNA","ENSG00000236810.1-ENSG00000179163.11",23778284.5,23868321.5,90.037,-90.037
"ENSG00000188529.10","ENSG00000236810.1","coding_mRNA","ENSG00000236810.1-ENSG00000188529.10",23778284.5,23980329,202.0445,-202.0445
"ENSG00000189266.7","ENSG00000236810.1","coding_mRNA","ENSG00000236810.1-ENSG00000189266.7",23778284.5,23959817,181.5325,-181.5325
"ENSG00000142197.8","ENSG00000236830.2","coding_mRNA","ENSG00000236830.2-ENSG00000142197.8",36156319,36156796.5,0.4775,-0.4775
"ENSG00000159228.8","ENSG00000236830.2","coding_mRNA","ENSG00000236830.2-ENSG00000159228.8",36156319,36069992.5,86.3265,86.3265
"ENSG00000159231.5","ENSG00000236830.2","coding_mRNA","ENSG00000236830.2-ENSG00000159231.5",36156319,36135082,21.237,21.237
"ENSG00000159256.8","ENSG00000236830.2","coding_mRNA","ENSG00000236830.2-ENSG00000159256.8",36156319,36320222,163.903,-163.903
"ENSG00000159259.7","ENSG00000236830.2","coding_mRNA","ENSG00000236830.2-ENSG00000159259.7",36156319,36385402,229.083,-229.083
"ENSG00000185917.9","ENSG00000236830.2","coding_mRNA","ENSG00000236830.2-ENSG00000185917.9",36156319,36060500,95.819,95.819
"ENSG00000115267.5","ENSG00000236841.3","coding_mRNA","ENSG00000236841.3-ENSG00000115267.5",162114476,162318668,204.192,-204.192
"ENSG00000115271.6","ENSG00000236841.3","coding_mRNA","ENSG00000236841.3-ENSG00000115271.6",162114476,162344133,229.657,-229.657
"ENSG00000197635.5","ENSG00000236841.3","coding_mRNA","ENSG00000236841.3-ENSG00000197635.5",162114476,162074581.5,39.8945,39.8945
"ENSG00000148655.10","ENSG00000236842.1","coding_mRNA","ENSG00000236842.1-ENSG00000148655.10",75431584.5,75431635.5,0.051,-0.051
"ENSG00000165637.9","ENSG00000236842.1","coding_mRNA","ENSG00000236842.1-ENSG00000165637.9",75431584.5,75210810,220.7745,220.7745
"ENSG00000165644.6","ENSG00000236842.1","coding_mRNA","ENSG00000236842.1-ENSG00000165644.6",75431584.5,75235955.5,195.629,195.629
"ENSG00000165655.14","ENSG00000236842.1","coding_mRNA","ENSG00000236842.1-ENSG00000165655.14",75431584.5,75401759.5,29.825,29.825
"ENSG00000187554.7","ENSG00000236846.1","coding_mRNA","ENSG00000236846.1-ENSG00000187554.7",223143369,223143245.5,0.1235,0.1235
"ENSG00000074054.13","ENSG00000236859.2","coding_mRNA","ENSG00000236859.2-ENSG00000074054.13",121649646,121649450.5,0.1955,0.1955
"ENSG00000155438.7","ENSG00000236859.2","coding_mRNA","ENSG00000236859.2-ENSG00000155438.7",121650099.5,121736873.5,86.774,-86.774
"ENSG00000211460.7","ENSG00000236859.2","coding_mRNA","ENSG00000236859.2-ENSG00000211460.7",121650099.5,121755675,105.5755,-105.5755
"ENSG00000011105.7","ENSG00000236908.2","coding_mRNA","ENSG00000236908.2-ENSG00000011105.7",3300357.5,3077385,222.9725,222.9725
"ENSG00000166068.8","ENSG00000236914.3","coding_mRNA","ENSG00000236914.3-ENSG00000166068.8",38073269.5,38252324.5,179.055,-179.055
"ENSG00000107077.13","ENSG00000236924.1","coding_mRNA","ENSG00000236924.1-ENSG00000107077.13",6681471,6757386,75.915,-75.915
"ENSG00000198019.8","ENSG00000236933.1","coding_mRNA","ENSG00000236933.1-ENSG00000198019.8",143972631.5,143874754.5,97.877,97.877
"ENSG00000002330.9","ENSG00000236935.1","coding_mRNA","ENSG00000236935.1-ENSG00000002330.9",64340758,64284690.5,56.0675,56.0675
"ENSG00000110011.9","ENSG00000236935.1","coding_mRNA","ENSG00000236935.1-ENSG00000110011.9",64340758,64230553.5,110.2045,110.2045
"ENSG00000126432.9","ENSG00000236935.1","coding_mRNA","ENSG00000236935.1-ENSG00000126432.9",64340758,64318288,22.47,22.47
"ENSG00000133315.6","ENSG00000236935.1","coding_mRNA","ENSG00000236935.1-ENSG00000133315.6",64340758,64166125.5,174.6325,174.6325
"ENSG00000149743.9","ENSG00000236935.1","coding_mRNA","ENSG00000236935.1-ENSG00000149743.9",64340758,64226173.5,114.5845,114.5845
"ENSG00000149761.4","ENSG00000236935.1","coding_mRNA","ENSG00000236935.1-ENSG00000149761.4",64340758,64226286.5,114.4715,114.4715
"ENSG00000149781.8","ENSG00000236935.1","coding_mRNA","ENSG00000236935.1-ENSG00000149781.8",64340758,64206703,134.055,134.055
"ENSG00000149782.7","ENSG00000236935.1","coding_mRNA","ENSG00000236935.1-ENSG00000149782.7",64340758,64251521,89.237,89.237
"ENSG00000162302.8","ENSG00000236935.1","coding_mRNA","ENSG00000236935.1-ENSG00000162302.8",64340758,64359168,18.41,-18.41
"ENSG00000168071.17","ENSG00000236935.1","coding_mRNA","ENSG00000236935.1-ENSG00000168071.17",64340758,64340211.5,0.5465,0.5465
"ENSG00000168439.12","ENSG00000236935.1","coding_mRNA","ENSG00000236935.1-ENSG00000168439.12",64340758,64186188.5,154.5695,154.5695
"ENSG00000173113.2","ENSG00000236935.1","coding_mRNA","ENSG00000236935.1-ENSG00000173113.2",64340758,64317550,23.208,23.208
"ENSG00000173153.9","ENSG00000236935.1","coding_mRNA","ENSG00000236935.1-ENSG00000173153.9",64340758,64305567.5,35.1905,35.1905
"ENSG00000173264.9","ENSG00000236935.1","coding_mRNA","ENSG00000236935.1-ENSG00000173264.9",64340758,64285248,55.51,55.51
"ENSG00000173457.6","ENSG00000236935.1","coding_mRNA","ENSG00000236935.1-ENSG00000173457.6",64340758,64246932,93.826,93.826
"ENSG00000173486.8","ENSG00000236935.1","coding_mRNA","ENSG00000236935.1-ENSG00000173486.8",64340758,64241633,99.125,99.125
"ENSG00000173511.5","ENSG00000236935.1","coding_mRNA","ENSG00000236935.1-ENSG00000173511.5",64340758,64234608.5,106.1495,106.1495
